Score1,Score2,Reward
30,33,-3
20,23,-3
19,17,2
44,38,6
34,27,7
25,23,2
28,17,11
36,28,8
25,21,4
29,6,23
32,24,8
17,34,-17
33,15,18
29,14,15
14,23,-9
10,28,-18
22,27,-5
20,21,-1
38,7,31
22,14,8
36,17,19
26,16,10
22,23,-1
37,20,17
29,19,10
33,27,6
29,13,16
21,43,-22
19,14,5
7,23,-16
20,30,-10
20,14,6
9,13,-4
31,27,4
24,24,0
20,14,6
20,10,10
22,26,-4
32,24,8
13,31,-18
27,21,6
14,24,-10
17,29,-12
50,14,36
21,23,-2
23,7,16
26,10,16
37,17,20
23,34,-11
23,26,-3
26,16,10
13,17,-4
23,45,-22
33,27,6
22,25,-3
30,17,13
10,13,-3
26,27,-1
33,24,9
26,17,9
13,27,-14
36,7,29
26,20,6
46,17,29
20,12,8
25,24,1
10,30,-20
41,17,24
20,19,1
7,24,-17
36,13,23
23,52,-29
36,3,33
19,20,-1
20,20,0
12,23,-11
13,15,-2
3,34,-31
17,26,-9
16,27,-11
6,19,-13
38,3,35
0,30,-30
29,10,19
41,17,24
22,10,12
22,41,-19
23,28,-5
29,41,-12
20,14,6
23,20,3
25,14,11
34,16,18
9,34,-25
26,21,5
22,18,4
28,48,-20
19,16,3
10,34,-24
22,30,-8
16,23,-7
36,0,36
20,17,3
6,31,-25
18,41,-23
13,30,-17
40,17,23
16,21,-5
10,20,-10
7,40,-33
13,27,-14
33,16,17
10,37,-27
20,17,3
17,20,-3
25,17,8
16,21,-5
33,10,23
43,23,20
43,17,26
13,29,-16
20,37,-17
29,30,-1
33,34,-1
20,13,7
3,33,-30
22,21,1
7,33,-26
37,27,10
21,27,-6
41,21,20
16,20,-4
27,38,-11
10,12,-2
29,19,10
20,13,7
21,10,11
24,21,3
8,23,-15
13,19,-6
20,23,-3
10,31,-21
24,15,9
26,24,2
13,19,-6
36,17,19
16,36,-20
37,20,17
20,9,11
25,27,-2
19,16,3
27,23,4
17,27,-10
23,23,0
16,17,-1
12,6,6
30,37,-7
20,31,-11
39,3,36
30,24,6
33,16,17
19,20,-1
23,13,10
26,38,-12
27,28,-1
43,7,36
26,35,-9
20,16,4
3,26,-23
13,26,-13
24,22,2
36,10,26
51,24,27
26,51,-25
13,31,-18
17,31,-14
25,21,4
34,10,24
33,27,6
23,22,1
39,20,19
17,24,-7
33,24,9
3,20,-17
22,19,3
19,17,2
17,48,-31
25,26,-1
31,10,21
24,29,-5
33,21,12
32,16,16
28,28,0
15,25,-10
17,23,-6
28,16,12
26,10,16
19,17,2
24,10,14
13,27,-14
25,10,15
12,23,-11
20,28,-8
23,27,-4
31,9,22
44,20,24
21,24,-3
9,34,-25
46,7,39
24,27,-3
19,23,-4
39,14,25
19,20,-1
17,27,-10
25,10,15
33,13,20
24,28,-4
33,14,19
26,13,13
13,3,10
32,24,8
43,20,23
20,19,1
30,13,17
10,33,-23
33,14,19
22,20,2
31,24,7
19,37,-18
37,28,9
33,34,-1
23,19,4
33,42,-9
51,17,34
27,13,14
14,23,-9
29,24,5
43,21,22
22,33,-11
3,23,-20
30,13,17
19,17,2
30,20,10
6,24,-18
42,12,30
33,38,-5
17,17,0
28,14,14
16,20,-4
10,16,-6
16,27,-11
34,37,-3
9,30,-21
16,17,-1
27,27,0
14,32,-18
15,44,-29
32,27,5
23,27,-4
23,13,10
29,26,3
26,24,2
15,13,2
23,9,14
3,37,-34
23,31,-8
29,24,5
18,24,-6
33,14,19
30,38,-8
7,36,-29
16,27,-11
37,13,24
24,34,-10
6,10,-4
26,33,-7
27,24,3
6,20,-14
23,37,-14
22,13,9
10,23,-13
27,37,-10
12,13,-1
23,13,10
24,23,1
9,26,-17
17,23,-6
36,5,31
30,27,3
26,31,-5
19,34,-15
9,24,-15
6,15,-9
26,12,14
10,37,-27
20,19,1
20,13,7
27,7,20
36,35,1
19,6,13
32,9,23
29,14,15
28,17,11
20,31,-11
27,31,-4
27,27,0
26,26,0
20,16,4
24,31,-7
20,17,3
26,16,10
28,10,18
23,19,4
19,26,-7
17,16,1
23,27,-4
23,13,10
25,37,-12
37,27,10
17,17,0
26,21,5
25,10,15
25,24,1
16,23,-7
19,24,-5
25,27,-2
26,35,-9
10,31,-21
18,24,-6
12,17,-5
16,23,-7
13,19,-6
25,27,-2
30,17,13
24,17,7
44,16,28
37,23,14
12,34,-22
3,28,-25
31,20,11
12,40,-28
14,42,-28
20,16,4
13,24,-11
30,31,-1
19,14,5
26,10,16
30,16,14
20,40,-20
13,24,-11
13,16,-3
24,17,7
43,14,29
17,29,-12
26,26,0
43,31,12
26,10,16
26,24,2
17,9,8
16,27,-11
23,22,1
33,3,30
16,28,-12
45,14,31
35,17,18
24,10,14
26,21,5
20,24,-4
32,23,9
41,20,21
10,26,-16
34,31,3
28,23,5
22,21,1
24,42,-18
15,26,-11
17,32,-15
19,24,-5
22,36,-14
29,34,-5
34,17,17
6,42,-36
10,34,-24
26,17,9
34,37,-3
17,31,-14
28,16,12
27,20,7
22,19,3
32,27,5
16,26,-10
19,24,-5
27,18,9
19,28,-9
17,31,-14
40,14,26
22,24,-2
36,34,2
19,19,0
19,19,0
15,27,-12
19,27,-8
33,28,5
17,24,-7
16,26,-10
20,13,7
18,17,1
23,27,-4
10,24,-14
10,17,-7
21,10,11
6,30,-24
9,27,-18
20,27,-7
25,17,8
17,30,-13
13,27,-14
9,23,-14
28,27,1
6,15,-9
32,24,8
32,22,10
42,14,28
10,31,-21
24,26,-2
26,38,-12
10,38,-28
38,14,24
26,34,-8
3,41,-38
20,17,3
23,36,-13
16,29,-13
18,14,4
30,14,16
30,17,13
24,27,-3
19,20,-1
16,15,1
3,34,-31
33,26,7
16,20,-4
42,20,22
17,22,-5
13,38,-25
16,35,-19
30,31,-1
17,24,-7
7,30,-23
18,23,-5
36,3,33
24,34,-10
30,17,13
33,19,14
16,19,-3
14,36,-22
13,26,-13
33,17,16
16,26,-10
28,18,10
26,27,-1
9,20,-11
26,23,3
20,17,3
19,6,13
22,27,-5
26,17,9
14,44,-30
30,21,9
26,24,2
23,19,4
39,13,26
30,16,14
25,20,5
27,3,24
33,25,8
26,10,16
23,17,6
32,21,11
17,30,-13
22,27,-5
20,16,4
30,19,11
36,24,12
45,20,25
26,24,2
23,17,6
13,37,-24
24,30,-6
30,17,13
9,27,-18
26,13,13
43,16,27
33,20,13
15,0,15
49,13,36
19,24,-5
21,26,-5
23,17,6
17,40,-23
9,19,-10
23,31,-8
20,45,-25
20,13,7
22,21,1
26,24,2
27,31,-4
33,13,20
12,24,-12
43,17,26
23,28,-5
39,3,36
26,13,13
36,10,26
16,34,-18
39,14,25
41,20,21
26,17,9
34,38,-4
9,11,-2
22,16,6
24,24,0
18,9,9
23,24,-1
24,7,17
9,39,-30
19,28,-9
19,20,-1
12,22,-10
24,31,-7
30,21,9
30,24,6
23,33,-10
23,10,13
23,16,7
36,6,30
28,6,22
28,17,11
37,13,24
17,20,-3
20,26,-6
38,34,4
30,21,9
6,27,-21
19,17,2
6,36,-30
25,27,-2
7,19,-12
20,24,-4
22,27,-5
25,27,-2
26,24,2
30,26,4
7,32,-25
20,17,3
24,17,7
23,17,6
20,21,-1
9,34,-25
13,23,-10
16,24,-8
12,17,-5
20,25,-5
17,26,-9
13,23,-10
13,22,-9
24,39,-15
33,29,4
20,27,-7
16,17,-1
34,24,10
13,28,-15
20,6,14
20,24,-4
13,31,-18
39,20,19
30,20,10
23,13,10
28,9,19
16,13,3
0,30,-30
43,6,37
13,17,-4
3,3,0
23,38,-15
26,20,6
20,20,0
19,33,-14
22,14,8
30,17,13
22,36,-14
14,28,-14
34,16,18
26,34,-8
26,27,-1
27,17,10
34,13,21
34,24,10
21,17,4
20,41,-21
19,21,-2
9,24,-15
22,7,15
41,30,11
9,23,-14
22,13,9
12,20,-8
19,17,2
12,34,-22
17,24,-7
25,14,11
19,7,12
23,16,7
28,17,11
18,28,-10
30,10,20
28,21,7
43,35,8
16,29,-13
24,24,0
32,20,12
22,13,9
13,16,-3
25,27,-2
32,12,20
19,14,5
40,35,5
13,34,-21
37,21,16
20,23,-3
26,26,0
23,12,11
32,17,15
9,26,-17
17,26,-9
29,20,9
16,17,-1
35,35,0
10,44,-34
10,10,0
7,17,-10
12,28,-16
13,13,0
23,23,0
13,30,-17
26,20,6
12,13,-1
29,14,15
19,12,7
25,30,-5
23,20,3
19,20,-1
16,21,-5
13,24,-11
14,38,-24
15,20,-5
24,20,4
13,24,-11
31,13,18
25,10,15
20,16,4
20,31,-11
13,24,-11
25,10,15
20,26,-6
22,14,8
21,33,-12
16,6,10
26,0,26
20,37,-17
21,26,-5
19,16,3
17,37,-20
19,23,-4
20,17,3
23,17,6
30,13,17
26,33,-7
28,19,9
35,13,22
39,15,24
20,21,-1
13,14,-1
19,10,9
33,20,13
19,28,-9
30,35,-5
35,28,7
23,40,-17
25,10,15
30,41,-11
37,20,17
13,23,-10
25,6,19
20,22,-2
12,16,-4
21,33,-12
32,30,2
20,42,-22
43,21,22
6,19,-13
30,13,17
37,10,27
36,10,26
30,10,20
10,31,-21
13,3,10
30,30,0
20,13,7
20,23,-3
17,19,-2
27,23,4
27,17,10
23,16,7
12,17,-5
29,16,13
16,33,-17
10,22,-12
26,16,10
26,19,7
16,23,-7
22,20,2
13,20,-7
27,30,-3
23,14,9
41,31,10
16,25,-9
16,24,-8
13,30,-17
33,13,20
23,27,-4
9,16,-7
0,10,-10
31,27,4
26,9,17
16,10,6
15,30,-15
41,26,15
27,35,-8
43,34,9
6,33,-27
26,27,-1
19,10,9
23,30,-7
19,21,-2
36,17,19
19,24,-5
37,31,6
33,10,23
9,30,-21
13,32,-19
27,22,5
35,17,18
37,24,13
17,30,-13
15,19,-4
24,40,-16
29,26,3
13,20,-7
23,24,-1
30,23,7
29,21,8
10,14,-4
41,24,17
23,20,3
10,25,-15
10,22,-12
37,6,31
29,17,12
25,24,1
40,9,31
33,22,11
17,17,0
15,13,2
19,24,-5
33,13,20
17,31,-14
47,9,38
13,24,-11
16,16,0
26,16,10
44,24,20
33,14,19
18,3,15
30,34,-4
23,30,-7
20,25,-5
21,13,8
21,20,1
27,27,0
22,12,10
20,3,17
29,10,19
10,34,-24
24,35,-11
14,27,-13
26,30,-4
18,13,5
46,21,25
13,25,-12
31,10,21
29,28,1
24,17,7
19,13,6
16,22,-6
47,14,33
12,17,-5
36,17,19
22,13,9
13,17,-4
24,38,-14
24,24,0
24,33,-9
30,10,20
12,3,9
34,20,14
20,30,-10
22,34,-12
20,26,-6
16,27,-11
20,30,-10
13,32,-19
9,20,-11
17,27,-10
21,20,1
24,22,2
25,14,11
9,36,-27
26,20,6
22,17,5
27,13,14
28,0,28
12,9,3
10,30,-20
10,41,-31
20,37,-17
23,17,6
30,13,17
17,9,8
23,16,7
13,22,-9
20,30,-10
31,10,21
27,17,10
25,28,-3
13,31,-18
33,31,2
23,23,0
17,14,3
23,31,-8
9,27,-18
39,20,19
20,27,-7
30,24,6
23,21,2
26,34,-8
44,16,28
19,21,-2
20,40,-20
19,0,19
31,44,-13
26,33,-7
20,27,-7
13,24,-11
10,38,-28
29,31,-2
17,10,7
30,24,6
46,14,32
15,16,-1
16,10,6
26,17,9
14,23,-9
27,38,-11
25,13,12
33,34,-1
29,14,15
27,24,3
30,25,5
15,13,2
16,19,-3
20,12,8
23,17,6
27,47,-20
30,17,13
36,7,29
20,13,7
7,26,-19
30,17,13
27,19,8
27,3,24
26,22,4
19,24,-5
38,17,21
23,17,6
26,24,2
23,16,7
16,23,-7
25,21,4
27,34,-7
21,13,8
40,20,20
33,17,16
18,17,1
24,24,0
17,27,-10
26,16,10
13,19,-6
29,37,-8
13,10,3
20,16,4
19,20,-1
12,27,-15
19,32,-13
23,14,9
16,16,0
25,27,-2
26,3,23
16,39,-23
19,7,12
16,27,-11
20,10,10
22,13,9
30,28,2
36,27,9
13,34,-21
31,37,-6
3,17,-14
22,28,-6
16,13,3
33,10,23
25,17,8
20,19,1
13,26,-13
7,26,-19
7,33,-26
23,10,13
19,16,3
3,34,-31
19,11,8
27,21,6
24,18,6
31,11,20
26,30,-4
27,33,-6
13,28,-15
34,23,11
23,9,14
39,24,15
21,7,14
27,21,6
27,36,-9
16,23,-7
27,20,7
16,14,2
16,14,2
30,42,-12
24,26,-2
39,30,9
13,21,-8
25,21,4
43,31,12
15,27,-12
26,30,-4
16,20,-4
21,34,-13
30,9,21
12,17,-5
24,13,11
16,35,-19
41,38,3
29,24,5
35,24,11
37,13,24
14,35,-21
12,16,-4
22,23,-1
16,13,3
29,22,7
15,21,-6
25,17,8
9,6,3
19,10,9
10,23,-13
23,15,8
19,31,-12
36,23,13
20,19,1
0,29,-29
20,24,-4
23,23,0
20,26,-6
20,41,-21
29,38,-9
27,20,7
34,7,27
27,22,5
16,21,-5
30,24,6
33,10,23
14,29,-15
19,23,-4
17,23,-6
12,27,-15
6,13,-7
26,23,3
20,17,3
19,33,-14
23,13,10
13,26,-13
12,33,-21
30,10,20
31,10,21
27,27,0
12,16,-4
7,33,-26
28,21,7
13,21,-8
13,40,-27
22,24,-2
29,31,-2
17,6,11
20,24,-4
23,24,-1
16,51,-35
9,22,-13
23,16,7
33,28,5
28,9,19
25,27,-2
20,24,-4
29,14,15
48,21,27
3,31,-28
24,36,-12
22,13,9
17,30,-13
30,14,16
3,38,-35
22,23,-1
7,22,-15
16,14,2
30,17,13
16,41,-25
17,30,-13
3,23,-20
17,17,0
32,28,4
16,33,-17
20,23,-3
34,36,-2
17,12,5
20,26,-6
13,22,-9
23,34,-11
17,29,-12
13,29,-16
23,12,11
16,34,-18
25,21,4
47,14,33
23,14,9
38,7,31
50,13,37
19,27,-8
14,16,-2
17,20,-3
13,17,-4
41,9,32
29,20,9
32,20,12
23,23,0
13,7,6
20,38,-18
22,10,12
32,34,-2
17,26,-9
19,26,-7
14,34,-20
25,17,8
28,6,22
20,30,-10
24,28,-4
24,34,-10
17,10,7
26,30,-4
22,17,5
10,30,-20
31,19,12
16,16,0
10,23,-13
6,17,-11
16,17,-1
30,33,-3
30,10,20
40,21,19
20,20,0
16,14,2
20,33,-13
23,18,5
24,45,-21
16,17,-1
35,16,19
23,37,-14
38,21,17
26,20,6
6,30,-24
26,37,-11
43,30,13
27,27,0
17,21,-4
30,23,7
40,17,23
34,31,3
21,23,-2
33,13,20
20,33,-13
29,13,16
22,19,3
14,29,-15
15,24,-9
19,13,6
10,20,-10
10,37,-27
12,13,-1
13,24,-11
33,27,6
23,20,3
32,21,11
16,37,-21
29,20,9
30,14,16
3,10,-7
24,24,0
19,20,-1
10,23,-13
16,13,3
9,13,-4
14,20,-6
25,19,6
19,21,-2
6,34,-28
23,13,10
16,30,-14
23,20,3
33,16,17
29,27,2
40,16,24
27,12,15
21,36,-15
15,31,-16
16,24,-8
10,22,-12
30,3,27
19,23,-4
12,13,-1
19,23,-4
29,13,16
33,31,2
3,21,-18
33,6,27
20,17,3
26,28,-2
30,10,20
20,24,-4
23,33,-10
16,16,0
23,9,14
19,27,-8
17,20,-3
24,23,1
32,27,5
48,24,24
23,35,-12
19,47,-28
42,16,26
32,20,12
32,7,25
33,10,23
24,31,-7
6,16,-10
7,26,-19
33,27,6
40,27,13
33,21,12
16,14,2
40,7,33
15,38,-23
24,43,-19
19,27,-8
33,20,13
16,23,-7
19,22,-3
26,27,-1
21,27,-6
41,7,34
23,24,-1
16,24,-8
27,24,3
17,26,-9
13,13,0
20,23,-3
19,15,4
31,16,15
16,9,7
6,17,-11
24,21,3
29,31,-2
16,23,-7
12,13,-1
17,21,-4
15,34,-19
28,33,-5
30,20,10
29,17,12
19,6,13
18,20,-2
39,17,22
26,23,3
17,24,-7
27,24,3
23,20,3
10,10,0
24,28,-4
9,33,-24
17,19,-2
16,10,6
29,27,2
26,10,16
25,23,2
18,16,2
20,21,-1
20,16,4
16,31,-15
27,13,14
23,25,-2
7,37,-30
23,30,-7
36,33,3
20,23,-3
13,15,-2
24,37,-13
23,16,7
27,24,3
36,37,-1
43,21,22
24,7,17
33,27,6
40,38,2
22,6,16
25,3,22
13,23,-10
37,28,9
19,19,0
26,17,9
19,24,-5
17,23,-6
33,24,9
24,27,-3
23,17,6
13,20,-7
29,23,6
31,10,21
27,12,15
29,23,6
23,27,-4
24,20,4
38,24,14
37,24,13
27,13,14
17,24,-7
20,24,-4
20,21,-1
13,34,-21
26,20,6
14,30,-16
26,27,-1
17,30,-13
13,30,-17
26,23,3
17,20,-3
36,28,8
20,23,-3
24,33,-9
12,16,-4
23,21,2
29,26,3
25,23,2
16,23,-7
31,27,4
20,31,-11
17,29,-12
20,14,6
27,20,7
10,23,-13
24,7,17
32,25,7
23,28,-5
8,27,-19
16,37,-21
13,38,-25
30,20,10
19,13,6
19,20,-1
29,14,15
17,25,-8
12,9,3
13,18,-5
23,40,-17
16,20,-4
8,10,-2
12,27,-15
16,19,-3
24,10,14
16,17,-1
27,21,6
23,13,10
27,20,7
19,11,8
26,21,5
19,23,-4
33,10,23
26,21,5
29,48,-19
17,16,1
23,3,20
3,20,-17
26,31,-5
19,30,-11
42,21,21
29,26,3
22,40,-18
23,20,3
17,20,-3
30,19,11
20,41,-21
32,26,6
26,20,6
20,19,1
30,13,17
30,32,-2
41,14,27
10,20,-10
27,24,3
22,33,-11
16,47,-31
30,7,23
26,20,6
24,26,-2
20,29,-9
27,31,-4
26,24,2
37,13,24
23,30,-7
36,27,9
36,7,29
15,0,15
14,15,-1
13,19,-6
6,20,-14
42,17,25
13,38,-25
10,10,0
26,9,17
27,20,7
20,10,10
36,20,16
14,26,-12
20,42,-22
26,24,2
22,11,11
19,17,2
13,29,-16
16,23,-7
19,14,5
36,15,21
19,23,-4
13,21,-8
20,39,-19
23,21,2
30,17,13
30,27,3
10,13,-3
21,6,15
3,35,-32
34,41,-7
49,24,25
26,17,9
7,19,-12
29,14,15
27,23,4
10,24,-14
20,24,-4
9,9,0
19,30,-11
18,15,3
19,13,6
25,7,18
9,38,-29
16,34,-18
30,31,-1
27,24,3
21,33,-12
20,13,7
16,31,-15
33,13,20
27,17,10
12,33,-21
36,24,12
14,24,-10
14,17,-3
36,17,19
10,41,-31
30,31,-1
27,17,10
27,25,2
9,23,-14
20,15,5
23,31,-8
26,19,7
9,17,-8
15,24,-9
20,27,-7
6,38,-32
37,24,13
10,19,-9
28,14,14
33,38,-5
3,24,-21
33,24,9
17,23,-6
33,17,16
12,28,-16
27,14,13
27,16,11
24,10,14
36,17,19
12,16,-4
27,34,-7
38,27,11
13,30,-17
20,17,3
31,7,24
21,33,-12
19,7,12
17,41,-24
54,28,26
19,45,-26
32,20,12
33,28,5
7,27,-20
19,20,-1
26,24,2
20,23,-3
41,15,26
27,21,6
20,40,-20
23,25,-2
14,23,-9
36,21,15
10,7,3
16,20,-4
20,37,-17
37,20,17
28,23,5
22,27,-5
15,24,-9
20,20,0
13,30,-17
36,17,19
16,10,6
16,27,-11
16,16,0
40,23,17
25,31,-6
15,23,-8
20,32,-12
30,7,23
28,35,-7
12,14,-2
35,28,7
10,16,-6
19,13,6
28,16,12
19,34,-15
31,28,3
12,35,-23
12,22,-10
37,19,18
6,42,-36
16,20,-4
13,6,7
35,16,19
43,10,33
26,20,6
14,41,-27
16,10,6
22,12,10
25,20,5
29,37,-8
37,18,19
31,30,1
6,20,-14
19,24,-5
37,16,21
29,27,2
27,23,4
27,13,14
20,28,-8
20,24,-4
28,26,2
10,24,-14
9,20,-11
27,6,21
7,29,-22
17,28,-11
9,10,-1
26,30,-4
24,31,-7
38,27,11
30,30,0
15,20,-5
30,23,7
30,34,-4
9,14,-5
24,34,-10
19,13,6
21,24,-3
17,14,3
31,34,-3
24,28,-4
30,7,23
20,17,3
13,13,0
6,10,-4
28,34,-6
23,19,4
13,23,-10
23,24,-1
10,14,-4
26,14,12
16,37,-21
13,20,-7
33,24,9
30,20,10
23,17,6
24,37,-13
33,20,13
27,33,-6
6,22,-16
15,31,-16
33,31,2
31,6,25
20,27,-7
14,33,-19
9,16,-7
27,27,0
29,3,26
33,30,3
17,27,-10
36,17,19
20,25,-5
13,21,-8
10,44,-34
21,31,-10
19,35,-16
17,17,0
29,14,15
41,14,27
19,23,-4
37,30,7
42,28,14
3,30,-27
37,44,-7
14,27,-13
33,20,13
29,6,23
17,39,-22
19,38,-19
33,31,2
20,45,-25
33,14,19
12,10,2
28,34,-6
27,13,14
6,24,-18
28,34,-6
24,13,11
16,22,-6
17,27,-10
10,19,-9
31,23,8
19,23,-4
28,40,-12
38,7,31
17,40,-23
10,17,-7
27,6,21
20,13,7
20,34,-14
7,20,-13
23,17,6
44,3,41
22,31,-9
13,27,-14
25,20,5
13,28,-15
17,33,-16
23,36,-13
17,22,-5
10,21,-11
18,10,8
22,20,2
30,20,10
40,21,19
24,23,1
12,27,-15
29,30,-1
30,6,24
36,30,6
0,25,-25
25,31,-6
10,22,-12
20,24,-4
28,36,-8
26,17,9
26,20,6
23,16,7
23,7,16
23,33,-10
7,36,-29
10,13,-3
22,6,16
9,31,-22
33,16,17
24,20,4
26,17,9
17,38,-21
22,31,-9
26,27,-1
30,24,6
30,24,6
18,27,-9
34,20,14
9,16,-7
34,17,17
18,37,-19
20,19,1
34,20,14
23,37,-14
22,31,-9
13,17,-4
31,19,12
33,33,0
10,41,-31
13,13,0
19,27,-8
30,30,0
3,26,-23
17,24,-7
16,34,-18
36,34,2
30,37,-7
30,10,20
3,17,-14
17,10,7
13,21,-8
20,25,-5
10,29,-19
20,26,-6
37,21,16
25,24,1
10,33,-23
40,28,12
28,36,-8
30,10,20
27,41,-14
20,23,-3
29,24,5
24,22,2
33,16,17
24,10,14
6,24,-18
23,30,-7
11,27,-16
23,17,6
31,17,14
14,22,-8
36,41,-5
17,30,-13
6,48,-42
17,6,11
17,19,-2
3,20,-17
22,31,-9
6,20,-14
16,17,-1
21,13,8
44,21,23
19,7,12
10,39,-29
19,20,-1
27,20,7
32,36,-4
36,33,3
26,3,23
16,30,-14
16,41,-25
17,34,-17
20,26,-6
37,19,18
26,13,13
29,17,12
24,26,-2
22,20,2
34,28,6
17,37,-20
29,27,2
43,24,19
31,17,14
21,23,-2
35,14,21
27,11,16
47,27,20
19,14,5
19,20,-1
38,6,32
22,16,6
17,35,-18
30,24,6
22,24,-2
16,20,-4
9,19,-10
13,24,-11
17,34,-17
32,32,0
25,10,15
12,30,-18
13,15,-2
13,14,-1
23,21,2
14,20,-6
7,21,-14
31,6,25
15,27,-12
37,28,9
24,19,5
17,39,-22
21,34,-13
16,37,-21
3,27,-24
10,31,-21
23,20,3
18,23,-5
23,17,6
20,33,-13
30,10,20
27,10,17
22,7,15
24,27,-3
23,14,9
27,34,-7
26,6,20
17,41,-24
20,7,13
22,14,8
26,31,-5
22,21,1
21,20,1
23,10,13
22,16,6
7,34,-27
19,12,7
12,23,-11
9,16,-7
34,13,21
24,10,14
16,36,-20
23,9,14
17,40,-23
23,24,-1
21,21,0
30,27,3
26,30,-4
20,23,-3
30,28,2
25,24,1
27,26,1
15,17,-2
28,17,11
19,6,13
13,23,-10
10,7,3
16,28,-12
23,10,13
19,27,-8
17,19,-2
21,36,-15
19,13,6
7,34,-27
27,38,-11
25,31,-6
19,34,-15
31,31,0
13,46,-33
17,27,-10
27,19,8
24,13,11
44,6,38
25,20,5
20,3,17
20,29,-9
34,24,10
20,3,17
19,30,-11
32,6,26
31,13,18
24,10,14
27,17,10
17,30,-13
17,34,-17
20,20,0
29,17,12
26,14,12
13,37,-24
23,28,-5
15,26,-11
28,17,11
24,40,-16
12,10,2
10,34,-24
38,7,31
6,20,-14
6,20,-14
28,40,-12
15,31,-16
16,31,-15
23,23,0
6,16,-10
37,13,24
19,24,-5
20,20,0
25,20,5
27,31,-4
10,16,-6
24,34,-10
30,24,6
28,17,11
22,6,16
44,27,17
3,13,-10
27,24,3
10,23,-13
37,24,13
31,20,11
38,38,0
27,27,0
15,24,-9
10,27,-17
33,17,16
31,35,-4
34,44,-10
16,20,-4
26,23,3
30,17,13
31,35,-4
19,37,-18
17,10,7
28,13,15
24,27,-3
22,17,5
26,21,5
25,24,1
17,37,-20
9,24,-15
10,25,-15
23,23,0
21,33,-12
18,13,5
30,10,20
26,22,4
42,14,28
28,10,18
32,35,-3
23,17,6
17,27,-10
23,17,6
13,27,-14
26,28,-2
31,20,11
9,33,-24
27,21,6
45,17,28
24,26,-2
12,16,-4
20,33,-13
27,20,7
20,28,-8
26,17,9
30,17,13
21,13,8
18,14,4
26,31,-5
38,27,11
24,20,4
21,24,-3
23,37,-14
14,23,-9
13,26,-13
27,14,13
26,7,19
30,38,-8
26,17,9
27,20,7
26,26,0
16,27,-11
21,31,-10
10,35,-25
13,26,-13
17,13,4
16,34,-18
29,24,5
25,33,-8
13,23,-10
26,10,16
20,24,-4
31,24,7
17,24,-7
30,13,17
20,20,0
15,24,-9
25,37,-12
19,27,-8
19,13,6
20,21,-1
29,21,8
28,16,12
30,24,6
13,20,-7
17,30,-13
20,20,0
35,20,15
20,30,-10
22,7,15
21,26,-5
26,38,-12
17,45,-28
25,33,-8
24,17,7
16,24,-8
45,13,32
15,26,-11
23,10,13
23,41,-18
28,27,1
22,10,12
22,17,5
23,34,-11
14,30,-16
19,33,-14
28,24,4
27,23,4
22,27,-5
16,48,-32
16,33,-17
22,13,9
7,38,-31
27,7,20
23,20,3
23,12,11
34,7,27
37,10,27
3,6,-3
19,13,6
30,27,3
24,16,8
7,36,-29
17,10,7
19,24,-5
22,23,-1
26,6,20
20,19,1
16,20,-4
16,9,7
3,28,-25
16,30,-14
25,17,8
21,20,1
19,23,-4
28,30,-2
20,13,7
20,34,-14
20,33,-13
31,30,1
33,10,23
22,26,-4
13,40,-27
20,10,10
16,21,-5
27,24,3
28,38,-10
16,48,-32
23,7,16
7,13,-6
28,27,1
31,16,15
26,27,-1
13,12,1
27,34,-7
45,10,35
28,5,23
7,29,-22
15,27,-12
13,35,-22
21,30,-9
26,27,-1
25,27,-2
21,16,5
21,27,-6
28,27,1
19,21,-2
20,24,-4
20,10,10
16,14,2
16,13,3
16,25,-9
24,38,-14
34,10,24
23,23,0
3,10,-7
10,45,-35
23,7,16
16,17,-1
9,27,-18
27,31,-4
7,45,-38
10,21,-11
23,38,-15
46,23,23
24,27,-3
29,28,1
6,13,-7
13,3,10
39,7,32
21,12,9
34,24,10
13,7,6
29,16,13
17,13,4
20,3,17
17,17,0
14,20,-6
16,43,-27
7,10,-3
36,24,12
34,17,17
10,22,-12
16,33,-17
10,30,-20
10,20,-10
16,38,-22
27,17,10
10,33,-23
15,28,-13
10,19,-9
24,17,7
23,34,-11
20,27,-7
9,24,-15
10,29,-19
6,27,-21
24,35,-11
21,10,11
14,17,-3
27,35,-8
19,19,0
7,23,-16
13,36,-23
35,14,21
34,10,24
17,26,-9
6,23,-17
14,24,-10
17,20,-3
21,23,-2
3,29,-26
38,14,24
20,23,-3
21,17,4
23,38,-15
16,38,-22
14,27,-13
17,31,-14
27,33,-6
26,10,16
16,33,-17
10,23,-13
14,26,-12
21,13,8
9,16,-7
9,22,-13
14,38,-24
38,13,25
21,37,-16
19,44,-25
16,20,-4
6,16,-10
16,24,-8
6,17,-11
28,16,12
12,27,-15
13,17,-4
6,17,-11
24,23,1
6,16,-10
23,30,-7
6,13,-7
19,27,-8
26,27,-1
17,35,-18
10,17,-7
24,24,0
13,17,-4
17,10,7
13,30,-17
16,31,-15
28,20,8
10,22,-12
20,23,-3
20,31,-11
27,7,20
3,34,-31
19,10,9
19,15,4
31,34,-3
16,26,-10
20,17,3
13,27,-14
21,21,0
24,19,5
10,37,-27
13,19,-6
20,37,-17
37,12,25
24,24,0
21,27,-6
27,13,14
26,23,3
16,13,3
10,13,-3
25,29,-4
13,26,-13
27,20,7
