DownAndDistance,Yardline,Expected Points Added (EPA)
2-12,78,0.329268
1-13,75,0.29797
4-15,85,0.0451265
1-12,75,0.423891
1-9,75,0.495961
2-14,20,0.627201
1-11,15,0.66573
4-10,24,0.446747
1-8,75,0.590565
1-7,75,0.89366
1-4,75,1.43643
1-2,75,1.88981
1-9,11,0.925569
2-18,79,0.176262
1-1,75,2.11661
2-20,75,0.036055
1-1,79,2.02191
1-9,15,0.939069
2-18,75,0.195688
2-16,75,0.104806
2-15,75,0.246644
4-14,22,0.34785
4-6,53,0.718452
1-20,86,0.0387627
2-14,75,0.243925
2-13,75,0.233528
1-9,92,0.426837
2-18,52,0.336104
1-18,76,0.15108
2-7,58,1.12979
2-12,75,0.388747
2-7,75,0.787788
2-8,89,0.413864
1-14,89,0.153761
2-6,75,0.925989
4-20,56,0
2-5,75,1.20408
2-2,75,1.91173
2-1,75,2.22297
3-19,75,0.0140458
1-2,81,1.59444
3-16,75,0.0841843
4-7,40,0.649337
3-15,75,0.229116
3-13,75,0.14518
4-4,95,0.923148
3-9,75,0.491603
3-1,39,3.04121
3-7,75,0.753474
3-6,75,0.819827
3-19,19,0.160011
3-3,90,1.13785
3-17,71,0.0786007
4-19,75,0.00449446
4-16,75,0.0336759
4-15,75,0.0618461
3-12,88,0.297346
4-14,75,0.0573468
4-13,75,0.0647416
4-12,75,0.161056
1-11,80,0.480165
1-8,52,0.854331
4-16,62,0.049137
4-10,75,0.222465
4-9,75,0.300234
3-15,42,0.65717
4-7,75,0.17349
4-5,75,1.2956
4-3,75,1.02337
4-1,75,1.92354
2-14,79,0.197574
4-6,49,0.691489
4-14,18,0.13914
1-20,74,0.0611803
1-19,74,0.0424459
2-7,56,1.29889
2-12,77,0.418477
1-9,94,0.383281
2-18,58,0.178767
1-18,74,0.154676
1-13,74,0.304749
1-9,74,0.618697
2-14,21,0.960052
1-11,14,0.466625
4-10,25,0.351279
1-8,74,0.629691
1-7,74,0.957536
1-4,74,1.48539
1-2,74,1.99301
1-9,10,1.0608
2-18,78,0.192539
1-1,74,2.27547
2-20,74,0.0360424
1-1,78,2.12329
1-9,14,1.02043
2-18,74,0.188561
2-16,74,0.116568
2-15,74,0.236732
4-14,17,0.06957
4-6,54,0.690144
1-20,87,0.0344754
2-14,74,0.245782
2-13,74,0.220186
1-9,93,0.425084
2-18,53,0.267239
1-18,79,0.156175
2-7,59,1.07754
2-12,74,0.380455
2-7,74,0.790425
1-14,88,0.177915
2-8,90,0.391646
2-6,74,0.912568
4-20,57,0
2-5,74,1.24209
2-2,74,1.77488
2-1,74,2.16259
3-3,3,3.33936
3-19,74,0.0146507
1-2,82,1.75301
3-16,74,0.0823777
4-7,43,0.598147
3-15,74,0.229784
3-8,81,0.449678
1-1,3,4.37023
1-10,79,0.454844
2-19,53,0.0547847
3-14,74,0.149351
2-16,90,0.0630563
3-13,74,0.152171
4-4,92,1.04486
3-9,74,0.521869
3-1,38,2.83939
3-7,74,0.766074
3-6,74,0.825987
3-3,91,1.09702
3-17,68,0.0556775
4-19,74,0.00238299
4-16,74,0.0238005
4-15,74,0.0506488
3-12,89,0.2597
4-14,74,0.0431944
4-13,74,0.0634581
4-12,74,0.136991
1-11,81,0.47591
1-8,53,0.844422
4-16,61,0.0575975
4-10,74,0.207262
4-9,74,0.364992
2-20,81,0.0223123
3-15,41,0.597662
4-7,74,0.165865
4-5,74,1.14286
4-3,74,1.00217
4-1,74,1.81937
2-14,76,0.206323
4-14,47,0.124046
1-20,73,0.0718003
1-19,73,0.041994
1-13,73,0.246938
1-9,73,0.559091
2-14,22,0.830708
1-11,13,0.908626
4-10,22,0.508072
1-8,73,0.55902
1-4,73,1.31196
1-2,73,2.0309
2-18,77,0.188686
1-1,73,2.25633
3-15,49,0.556267
4-7,82,0.0881726
2-20,73,0.0354439
1-1,77,2.07634
1-9,9,0.568304
2-18,73,0.19381
2-16,73,0.119515
2-15,73,0.24234
4-14,16,0.06957
4-6,55,0.540658
1-20,84,0.0567918
2-14,73,0.241011
2-13,73,0.261446
1-9,34,1.11324
2-18,54,0.266328
1-18,78,0.118628
2-7,52,0.95147
2-12,73,0.389418
2-7,73,0.769156
1-14,91,0.155488
2-8,71,0.603534
2-6,73,0.846729
4-20,58,0
2-5,73,1.24361
2-2,73,1.91185
3-3,4,2.94281
3-19,73,0.0150912
1-2,87,1.62007
3-16,73,0.0945501
4-7,42,0.517741
3-15,73,0.234328
3-13,73,0.14555
4-4,89,1.03289
3-9,73,0.501629
3-1,37,2.80474
3-7,73,0.841832
3-6,73,0.885811
3-3,92,1.08735
4-19,73,0.00322288
4-16,73,0.035126
4-15,73,0.105863
3-12,90,0.24036
4-14,73,0.0944362
4-13,73,0.0779456
4-12,73,0.198812
1-11,94,0.341132
1-8,58,0.770791
4-16,56,0.0187755
4-10,73,0.138932
4-9,73,0.326444
3-15,44,0.647907
4-7,73,0.434597
4-5,73,1.15999
4-3,73,1.16498
4-1,73,1.64929
2-14,77,0.203443
4-14,44,0.129686
4-6,51,0.645446
1-20,72,0.0634072
1-19,72,0.0399509
2-7,62,0.923731
2-12,79,0.364897
1-13,72,0.262668
4-15,72,0.0661967
1-12,72,0.469134
1-9,72,0.61705
2-14,23,0.800827
1-11,12,0.931181
4-10,23,0.86287
1-8,72,0.650369
1-4,72,1.35499
1-2,72,1.97217
2-18,76,0.187897
1-1,72,2.05743
2-20,72,0.0352271
1-1,76,2.13734
2-18,72,0.195514
2-16,72,0.113603
2-15,72,0.245009
4-6,48,0.923967
4-14,19,0
1-20,85,0.0460089
2-14,72,0.216453
2-13,72,0.269584
1-9,35,1.24725
2-18,55,0.216644
1-18,81,0.139499
2-7,53,1.10433
2-12,72,0.411014
4-17,81,0.0209914
2-11,72,0.438313
2-7,72,0.815194
1-14,90,0.172562
2-8,88,0.406209
2-6,72,0.911882
4-20,59,0
2-5,72,1.12142
2-2,72,1.99335
3-3,5,2.04327
3-19,72,0.0193617
1-2,80,1.62902
3-16,72,0.123816
4-7,53,0.716535
3-15,72,0.224648
2-16,88,0.0638447
3-13,72,0.144232
4-4,94,1.05284
3-9,72,0.516632
3-1,36,2.91374
3-7,72,0.801976
3-6,72,1.06189
3-17,85,0.0201182
3-3,72,1.20419
3-3,93,1.02159
3-17,70,0.0457076
4-19,72,0.00139358
4-16,72,0.0443309
3-12,91,0.25855
4-14,72,0.0306537
4-13,72,0.0823699
4-12,72,0.220798
1-11,95,0.325713
1-8,59,0.783384
4-16,63,0.0511221
4-10,72,0.287584
4-9,72,0.337416
3-15,43,0.626984
4-7,72,0.462197
4-5,72,1.119
4-3,72,1.08241
4-1,72,1.95477
1-19,71,0.0435915
1-17,71,0.100945
1-13,71,0.297086
2-18,19,0.0590301
1-9,71,0.588115
2-14,24,0.784958
4-10,28,0.448124
1-8,71,0.644017
1-4,71,1.57696
1-2,71,1.93328
2-18,83,0.164585
1-1,71,2.34927
1-9,19,1.08093
2-18,71,0.181014
2-15,71,0.252898
4-14,26,0.41742
4-6,57,0.595185
1-20,82,0.057033
2-14,71,0.235078
2-13,71,0.266108
3-2,21,2.57293
4-8,84,0.232265
2-10,71,0.44988
1-4,23,2.13147
2-9,71,0.509388
2-7,71,0.858746
1-14,93,0.163335
2-8,69,0.549474
2-6,71,0.930287
4-20,60,0
2-5,71,1.30403
2-2,71,1.87175
2-1,71,2.30235
3-3,14,1.85863
3-19,71,0.0243689
3-16,71,0.0990141
4-7,36,0.364475
3-15,71,0.250371
2-16,89,0.0619507
3-13,71,0.147103
4-4,99,0.710404
3-9,71,0.501988
3-6,71,0.94194
3-3,94,1.04024
3-19,23,0.510644
4-19,71,0.00221253
4-16,71,0.0317667
3-12,84,0.349131
4-14,71,0.0964334
4-13,71,0.0743158
4-12,71,0.181031
1-11,92,0.34699
1-8,56,0.856431
4-16,58,0.0370247
4-10,71,0.278958
4-9,71,0.267368
2-10,86,0.342782
4-8,71,0.338407
3-15,38,0.604519
4-7,71,0.505801
4-5,71,1.21369
4-3,71,0.94749
4-1,71,1.80769
1-19,70,0.0383022
1-13,70,0.276516
4-15,90,0.0361056
1-12,70,0.465353
2-18,18,0.043203
1-9,70,0.625271
2-14,25,0.758612
4-10,29,0.376079
1-8,70,0.673952
1-4,70,1.46859
1-2,70,1.95161
2-18,82,0.167563
1-1,70,2.14643
1-9,18,1.10049
2-18,70,0.181569
2-5,50,1.62103
4-20,81,0
2-17,70,0.0803965
2-15,70,0.250407
4-14,21,0.20871
4-6,58,0.575434
1-20,83,0.0432394
2-14,70,0.269594
2-13,70,0.274569
3-2,22,2.6503
4-8,87,0.2456
2-10,70,0.4725
2-7,70,0.909042
1-14,92,0.163115
2-8,70,0.520092
2-6,70,0.993797
4-20,61,0
2-5,70,1.22146
2-2,70,1.88287
2-1,70,2.35666
3-3,15,2.16648
3-19,70,0.0172684
3-16,70,0.0977918
4-7,39,0.531252
3-15,70,0.237474
2-16,70,0.122144
3-13,70,0.135905
4-4,96,1.01058
3-9,70,0.504634
3-6,70,0.903768
3-3,95,1.0001
3-19,22,0.375678
4-19,70,0.0034179
4-18,70,0.00676468
4-16,70,0.0320291
3-12,85,0.310481
4-14,70,0.0800907
4-13,70,0.0893093
4-12,70,0.177281
1-11,93,0.329132
1-8,57,0.880955
4-16,57,0.037638
4-10,70,0.230328
4-9,70,0.278827
2-10,85,0.361118
4-8,70,0.301907
3-15,37,0.760907
4-7,70,0.530771
4-5,70,1.12185
4-3,70,0.988093
4-1,70,1.82929
1-19,69,0.0567548
1-13,69,0.30482
4-15,91,0.0330195
1-12,69,0.513332
2-19,59,0.0475905
3-14,76,0.145562
1-1,29,3.28772
1-10,69,0.526597
1-9,69,0.597272
2-14,26,0.769166
4-10,26,0.57114
1-8,69,0.568812
1-4,69,1.59727
4-17,79,0.0142401
1-3,69,1.63543
1-2,69,1.9519
2-18,81,0.177166
1-1,69,2.28728
1-9,13,1.36205
2-18,69,0.174791
2-15,69,0.245693
4-14,20,0.27828
4-6,59,0.639016
1-20,80,0.0518396
2-14,69,0.239689
2-13,69,0.282771
3-2,23,2.73614
4-8,86,0.337861
2-10,69,0.476425
1-4,25,2.23683
2-9,69,0.546958
2-7,69,0.881334
1-14,95,0.118502
2-8,67,0.656971
2-6,69,0.95299
4-20,62,0
2-5,69,1.28481
2-2,69,1.89592
2-1,69,2.26354
3-19,69,0.0231126
4-7,38,0.62081
3-15,69,0.211793
2-16,71,0.134096
3-13,69,0.156142
3-14,58,0.280052
2-19,69,0.0341615
3-6,69,1.04527
3-19,21,0.196187
3-3,80,1.25224
4-19,69,0.00459708
4-16,69,0.0488799
3-12,86,0.289445
4-14,69,0.114165
4-13,69,0.0773312
4-12,69,0.173083
1-11,90,0.37535
1-8,62,0.82833
4-10,69,0.336678
4-9,69,0.38138
2-10,80,0.358217
4-8,69,0.272955
3-15,24,0.562821
4-7,69,0.35556
4-5,69,1.23837
4-3,69,1.23419
4-1,69,1.87851
1-19,68,0.0508529
1-17,68,0.22243
1-13,68,0.297503
4-15,92,0.0240374
1-12,68,0.529739
3-8,88,0.370701
2-19,58,0.0503207
3-14,77,0.143366
1-1,28,3.29763
1-10,68,0.503931
1-9,68,0.669898
2-14,27,0.793884
4-10,27,0.504879
1-8,68,0.640745
1-4,68,1.5167
1-2,68,2.20733
2-18,80,0.180059
1-1,68,2.10296
1-9,12,1.17094
2-18,68,0.174759
2-5,52,1.50744
4-20,79,0
2-17,68,0.087656
2-15,68,0.235234
4-14,23,0.41742
4-6,52,0.618787
1-20,81,0.0466455
2-14,68,0.266583
2-13,68,0.275352
2-12,68,0.43504
1-4,24,2.39525
2-9,68,0.551496
2-7,68,0.818063
1-14,94,0.157696
2-8,68,0.585365
2-6,68,0.956154
4-20,63,0
2-5,68,1.29473
2-2,68,2.04431
2-1,68,2.39327
3-19,68,0.021566
3-16,68,0.115902
4-7,33,0.804461
3-15,68,0.208759
2-16,68,0.130739
3-13,68,0.2006
4-4,98,0.833671
3-9,68,0.535897
3-6,68,0.911393
3-19,20,0.0333936
3-3,81,1.10455
4-19,68,0.00644915
4-16,68,0.038667
3-12,87,0.291281
4-14,68,0.101674
4-12,68,0.149821
1-11,91,0.358826
1-8,63,0.725334
4-16,59,0.0268696
4-10,68,0.222948
4-9,68,0.368656
2-10,87,0.344452
4-8,68,0.310373
3-15,39,0.664967
4-7,68,0.489275
4-5,68,1.25246
4-3,68,1.07194
4-1,68,1.94914
1-19,67,0.0523835
2-7,7,1.28716
2-12,70,0.413542
1-17,67,0.0907401
1-13,67,0.319788
4-15,93,0.0389446
1-12,67,0.513746
2-19,57,0.0498608
3-14,78,0.147803
1-1,31,3.40854
1-10,67,0.57666
2-18,23,0.257757
1-9,67,0.637782
2-14,28,0.77689
1-8,67,0.703791
1-16,43,0.537174
1-5,67,1.15909
1-4,67,1.44037
1-3,67,1.6798
3-16,69,0.125008
1-2,67,2.03019
2-18,87,0.144933
1-1,67,2.26371
3-14,52,0.221458
2-19,67,0.0421025
1-9,23,1.15447
2-18,67,0.171887
2-15,67,0.251193
4-4,4,2.99151
2-14,67,0.265382
2-13,67,0.2655
2-12,67,0.440403
2-10,67,0.46471
1-14,65,0.296047
2-8,65,0.624441
2-6,67,0.998997
2-5,67,1.2237
2-2,67,2.24745
2-1,67,2.18889
3-17,23,0.107138
3-3,10,1.76565
3-19,67,0.0256775
1-2,89,1.48316
3-16,67,0.108038
4-7,32,0.57453
3-15,67,0.231177
2-16,69,0.128195
3-13,67,0.181254
3-9,67,0.559795
3-6,67,0.967376
3-17,76,0.0311605
3-3,67,1.40907
3-19,27,0.125226
3-3,82,1.20152
4-19,67,0.00692315
4-16,67,0.0417755
4-6,96,0.330439
3-12,80,0.339548
4-14,67,0.103325
1-11,88,0.383646
1-8,60,0.798789
4-10,67,0.245818
4-9,67,0.34082
3-15,34,0.670399
4-7,67,0.470034
4-5,67,1.17905
4-3,67,1.14282
4-1,67,1.96845
2-14,87,0.147086
4-14,42,0.153101
1-20,66,0.0920332
1-19,66,0.0683257
2-12,69,0.455638
1-17,66,0.102066
1-13,66,0.322231
4-15,94,0.0389383
1-12,66,0.580689
2-19,56,0.0612687
3-14,79,0.138993
1-1,30,3.36229
1-10,66,0.569502
2-18,22,0.252414
1-9,66,0.7043
2-14,29,0.797736
1-8,66,0.726568
1-4,66,1.65865
4-17,78,0.00792183
1-3,66,1.69904
1-2,66,2.19549
2-18,86,0.160756
1-1,66,2.50344
3-14,53,0.242929
2-19,66,0.0393908
1-9,22,1.2273
2-18,66,0.171864
2-15,66,0.268469
4-4,5,1.32183
2-14,66,0.259336
2-13,66,0.267013
2-12,66,0.46127
2-10,66,0.491226
1-4,26,2.42359
2-9,66,0.592038
1-14,64,0.269386
2-8,66,0.618229
2-6,66,1.00567
2-5,66,1.21442
2-2,66,2.07861
2-1,66,2.3901
3-17,20,0.193405
3-3,11,1.62782
3-19,66,0.0224334
3-16,66,0.135326
4-7,35,0.64848
3-15,66,0.209068
2-16,66,0.129875
3-13,66,0.189882
3-9,66,0.609437
3-1,62,2.22185
3-7,66,0.797887
3-6,66,0.923842
3-19,26,0.132183
3-3,83,1.28714
4-19,66,0.00265811
4-16,66,0.0846623
4-6,97,0.318374
3-12,81,0.340122
4-14,66,0.126761
4-12,66,0.231461
4-9,66,0.429207
2-20,89,0.0193499
3-15,33,0.643895
4-7,66,0.422295
4-5,66,1.20063
4-3,66,1.25884
4-1,66,1.9127
1-19,65,0.0608029
1-17,65,0.11149
1-13,65,0.300861
4-15,95,-0.0288316
1-12,65,0.551078
1-9,65,0.707496
4-10,30,0.461216
2-14,30,0.733129
1-8,65,0.727579
1-4,65,1.57192
1-3,65,1.63989
1-2,65,2.05376
1-9,61,0.730627
2-18,85,0.152894
1-1,65,2.28023
3-15,57,0.300255
4-7,90,0.133921
2-20,65,0.0560226
1-9,17,1.06117
2-18,65,0.163817
2-16,65,0.121085
2-15,65,0.267737
2-14,65,0.3147
2-13,65,0.257146
1-9,90,0.448693
2-18,62,0.165029
1-18,70,0.120303
2-7,60,0.969322
2-12,65,0.444958
2-10,65,0.580686
1-4,29,2.14449
2-9,65,0.629961
1-14,67,0.33217
2-8,79,0.486753
2-6,65,1.05819
2-5,65,1.22165
2-2,65,2.08704
2-1,65,2.43593
3-3,12,1.56766
3-19,65,0.0174903
3-16,65,0.0902412
4-7,34,0.616051
3-15,65,0.227081
2-16,67,0.129058
3-13,65,0.165544
4-4,97,0.83212
3-9,65,0.547906
3-1,61,2.43135
3-7,65,0.859453
3-6,65,0.995802
3-17,74,0.0385796
3-3,65,1.44752
4-16,65,0.0177928
3-12,82,0.329669
4-14,65,0.0805884
4-9,65,0.368067
3-15,36,0.603679
4-7,65,0.382104
4-5,65,1.27034
4-3,65,1.10236
4-1,65,1.71477
1-19,64,0.0590068
2-12,71,0.394018
1-17,64,0.105179
1-13,64,0.478579
4-15,80,0.070086
1-12,64,0.582073
1-9,64,0.666324
2-14,31,0.653198
4-10,31,0.228974
1-8,64,0.783842
1-4,64,1.72716
1-3,64,1.74751
1-2,64,2.26305
1-9,60,0.809764
2-18,84,0.156966
1-1,64,2.50234
3-14,55,0.216513
2-19,64,0.0413774
1-9,16,1.29573
2-18,64,0.171875
2-15,64,0.269292
2-14,64,0.29957
2-13,64,0.2569
1-9,91,0.443645
2-18,63,0.168225
1-18,73,0.153181
2-7,61,0.941555
2-12,64,0.471632
3-2,20,2.63232
4-8,85,0.20943
2-10,64,0.492353
2-7,64,0.832317
1-14,66,0.307825
2-8,64,0.629272
2-6,64,1.04466
2-5,64,1.30727
2-2,64,2.0136
2-1,64,2.43823
3-17,22,0.160011
3-3,13,2.09732
3-19,64,0.0215202
1-2,88,1.6107
3-16,64,0.123246
4-7,45,0.644969
3-15,64,0.189766
2-16,64,0.122737
3-13,64,0.192027
3-9,64,0.570334
3-1,60,2.37814
3-7,64,0.850488
3-6,64,1.00432
3-17,77,0.0305789
3-3,64,1.49537
3-19,24,0.176708
3-3,85,1.18168
4-19,64,0.00270271
4-16,64,0.028732
3-12,83,0.332709
4-14,64,0.108687
4-13,64,0.104019
1-11,71,0.527439
4-10,64,0.261927
4-9,64,0.33362
3-15,35,0.706199
4-7,64,0.414226
4-5,64,1.30607
4-3,64,1.26591
4-1,64,1.92596
1-20,63,0.130757
1-18,63,0.170897
2-4,69,1.52082
4-2,34,2.00943
1-6,31,1.56889
1-16,63,0.174487
1-15,63,0.398348
3-9,45,0.749551
4-4,69,1.32023
2-8,35,1.14326
2-6,37,1.25047
1-3,39,1.97975
1-14,63,0.305324
1-13,63,0.345159
1-12,63,0.565322
2-18,91,0.120856
1-9,63,0.721212
3-14,41,0.157034
2-19,86,0.0161368
2-3,85,1.31617
1-16,95,0.062603
1-5,95,0.941495
1-6,63,1.1114
3-4,67,1.43684
1-4,63,1.70697
2-17,89,0.0410842
2-5,55,1.42754
4-20,76,0
2-6,13,0.900989
2-8,27,1.15954
1-14,23,0.595497
1-3,63,1.63739
1-2,63,2.10816
1-16,98,0.0521792
1-5,10,1.55731
2-20,63,0.0354143
3-5,84,1.06747
2-17,63,0.102862
2-15,63,0.338984
2-13,63,0.285105
1-3,88,1.32834
4-17,88,0.00799279
2-11,63,0.470875
1-14,37,0.843088
2-8,45,0.936917
1-3,45,1.81592
2-6,63,1.04527
4-11,37,0.252851
4-2,24,1.96613
1-6,85,0.805684
3-12,47,0.593891
4-6,67,0.542584
2-3,63,1.54171
2-1,63,2.3409
3-19,91,0.00563107
3-3,18,1.98164
3-17,63,0.0494076
2-4,25,2.38939
3-16,63,0.134005
4-7,92,0.0309892
3-15,63,0.203758
2-19,72,0.0287415
3-14,63,0.229991
4-15,78,0.0542551
3-13,63,0.165654
3-12,63,0.464543
1-17,73,0.0906799
3-10,63,0.436519
4-4,75,1.12004
3-9,63,0.590805
3-8,63,0.570183
3-1,43,2.72854
3-7,63,0.831777
3-14,24,0.850145
3-6,63,0.884842
3-4,63,1.52031
3-2,63,1.87767
3-18,36,0.617086
2-11,90,0.294927
4-17,63,0.0153642
2-14,90,0.136959
4-14,33,0.0108814
1-20,71,0.0754824
1-12,33,0.870184
4-15,63,0.0656795
4-14,63,0.156676
4-13,63,0.0965015
4-12,63,0.218716
2-14,63,0.322859
4-10,63,0.315903
4-9,63,0.401774
3-15,94,0.128249
4-7,63,0.556814
1-20,92,0.037213
4-14,24,0.41742
4-6,63,0.548087
4-5,63,1.34066
4-2,65,1.29832
4-11,76,0.158515
2-16,44,0.411073
4-3,63,1.19941
3-18,65,0.179996
4-2,63,1.43662
4-1,63,1.90376
1-20,62,0.142817
1-18,62,0.169301
2-4,70,1.45658
4-2,35,2.31357
1-6,28,1.60975
1-16,62,0.172417
1-15,62,0.446253
1-13,62,0.33157
1-12,62,0.563611
3-14,46,0.236974
2-19,89,0.0144784
1-16,92,0.0712102
1-5,88,1.0473
1-6,62,1.17407
3-4,66,1.51566
1-4,62,1.66596
2-17,90,0.0370437
2-5,54,1.4758
4-20,77,0
2-6,10,1.397
2-8,26,1.07962
1-14,24,0.594898
1-3,62,1.68921
1-2,62,2.11372
1-5,9,1.42998
2-20,62,0.0321727
3-5,85,1.10904
2-17,62,0.109951
2-15,62,0.315642
2-13,62,0.335864
2-11,62,0.475475
3-20,89,0.00848762
1-5,65,1.18188
1-16,85,0.0921482
1-14,52,0.497714
2-6,46,1.3832
2-8,62,0.646531
1-14,36,0.703819
1-3,42,1.98534
2-8,46,0.87166
2-6,62,1.1115
4-11,36,0.247595
4-2,25,2.26973
1-6,74,0.955973
3-12,46,0.593948
4-6,66,0.578568
2-3,62,1.52607
2-1,62,2.53286
2-4,24,2.11281
3-16,62,0.119388
4-7,95,-0.0980351
3-15,62,0.194322
2-19,73,0.027473
3-14,62,0.24513
4-15,79,0.099782
3-13,62,0.1601
3-12,62,0.491649
1-17,74,0.0846248
3-10,62,0.494148
4-4,72,1.10958
3-9,62,0.642394
3-8,62,0.646019
3-1,42,2.75684
3-7,62,0.907542
3-14,25,0.829274
3-6,62,1.02275
3-4,62,1.65643
3-2,62,1.99023
3-18,37,0.876582
2-11,89,0.287419
4-17,62,0.0287806
2-14,89,0.153609
4-14,32,0.00916232
1-20,68,0.0810606
1-12,34,1.0267
4-15,62,0.144885
4-18,81,0.0131349
4-14,62,0.109705
4-12,62,0.276292
4-9,62,0.369818
3-15,93,0.120958
4-7,62,0.497901
1-20,95,0.0260504
4-14,25,0.41742
4-6,62,0.571595
4-5,62,1.3372
4-2,64,1.49884
4-11,77,0.109623
2-16,45,0.343609
4-3,62,1.26321
3-18,70,0.232904
4-2,62,1.45552
4-1,62,1.98358
1-20,61,0.159985
1-18,61,0.162884
2-4,75,1.34748
1-6,25,1.64243
4-2,44,1.92799
1-16,61,0.174055
1-15,61,0.428121
1-13,61,0.3213
1-12,61,0.623837
2-3,87,1.25234
3-14,43,0.218803
2-19,84,0.018267
1-5,93,0.921844
1-16,89,0.0812499
1-6,61,1.18285
3-4,65,1.49443
2-9,97,0.345561
1-4,61,1.72766
2-5,57,1.39156
4-20,74,0
2-8,29,1.01401
2-6,15,1.14063
1-14,21,0.618075
1-3,61,1.4845
1-2,61,2.1343
1-16,96,0.0571747
1-5,52,1.54604
2-20,61,0.0281411
3-5,86,1.08146
2-17,61,0.107885
2-15,61,0.328774
2-13,61,0.292065
1-3,86,1.41453
4-17,90,0.00917518
2-11,61,0.531089
1-6,6,1.09197
1-5,64,1.25621
1-16,84,0.0984406
2-6,47,1.1869
1-14,53,0.35401
2-8,61,0.628125
1-14,39,0.706336
2-8,43,1.00049
1-3,47,1.8921
2-6,61,1.08622
2-1,61,2.58457
2-4,27,2.29888
3-16,61,0.105578
4-7,94,0.18804
3-15,61,0.20757
2-7,37,1.378
2-12,88,0.313763
2-19,74,0.0239668
3-14,61,0.25475
4-15,64,0.0538442
3-13,61,0.198229
4-6,77,0.412225
3-12,61,0.500461
3-14,82,0.114744
2-19,61,0.050689
3-11,61,0.371982
1-17,79,0.0693777
3-10,61,0.519895
4-4,85,1.09069
3-9,61,0.532703
3-8,61,0.62024
3-1,41,2.91762
3-7,61,0.920522
3-14,26,0.8898
3-6,61,1.06151
3-4,61,1.72984
3-17,38,0.0393251
3-3,61,1.48137
3-2,61,1.89095
4-17,61,0.0233896
2-14,88,0.154173
4-14,35,0.0529655
1-20,69,0.0670201
1-12,35,1.01884
4-15,61,0.0809908
4-14,61,0.135973
4-12,61,0.264368
2-14,57,0.31134
4-10,61,0.339854
4-9,61,0.426029
3-7,93,0.558313
3-1,73,2.06629
4-8,61,0.443496
1-20,94,0.0310773
4-14,30,0.0413931
4-6,61,0.663799
4-5,61,1.33491
4-2,67,1.67016
4-11,82,0.19955
2-16,42,0.427445
4-3,61,1.12713
3-18,67,0.180769
4-2,61,1.55196
4-1,61,2.02946
1-20,60,0.151755
1-18,60,0.169738
2-4,68,1.43638
4-2,45,1.65935
1-6,30,1.6159
1-16,60,0.178336
1-15,60,0.476709
1-13,60,0.372991
1-12,60,0.598062
1-8,24,1.63469
1-11,60,0.652568
2-14,62,0.321228
4-10,62,0.243357
3-14,40,0.115144
2-19,87,0.0155959
2-3,84,1.35099
1-16,94,0.0636164
1-5,94,0.873333
1-6,60,1.15614
3-4,64,1.61557
2-9,96,0.258568
1-4,60,1.64918
2-17,88,0.0462616
2-5,56,1.43408
4-20,75,0
2-6,12,1.26343
2-8,28,1.03235
1-14,22,0.539003
1-3,60,1.66476
1-2,60,2.15323
1-16,99,0.0340073
1-5,11,1.61456
2-20,60,0.0522244
3-5,87,1.05475
2-17,60,0.129577
2-15,60,0.353912
2-13,60,0.293441
2-11,60,0.513865
1-5,71,1.11554
1-6,7,0.521098
1-16,87,0.0870365
2-6,44,1.23823
1-14,54,0.373522
2-8,60,0.671627
1-14,38,0.633138
2-8,44,1.11313
1-3,44,2.07978
2-6,60,0.992596
4-17,76,0.010263
1-3,68,1.55214
3-16,26,0.834144
2-4,60,1.69851
4-2,27,2.13326
4-11,42,0.310877
1-6,84,0.707312
2-3,60,1.65248
2-1,60,2.60176
2-4,26,2.30932
3-16,60,0.0933667
2-19,75,0.0273867
3-14,60,0.177133
4-15,65,0.0695988
3-13,60,0.217071
4-6,76,0.441147
3-12,60,0.464217
1-17,72,0.0833562
3-10,60,0.497719
4-4,74,1.18611
3-9,60,0.590327
3-8,60,0.650935
3-1,40,2.71948
3-7,60,0.857168
3-14,27,0.794489
3-6,60,1.18686
3-4,60,1.73249
3-17,89,0.0249572
3-3,60,1.46826
3-2,60,2.00205
4-17,60,0.027329
1-12,36,0.924018
4-15,60,0.0796428
4-14,60,0.145286
4-12,60,0.297565
2-14,56,0.301239
4-10,60,0.245285
4-9,60,0.334215
3-7,92,0.563699
3-1,72,2.13779
4-8,60,0.32037
3-15,95,0.0718172
4-7,60,0.448314
4-5,60,1.337
4-2,66,1.46233
4-11,83,0.19609
2-16,43,0.447246
4-3,60,1.13323
3-18,64,0.173065
4-2,60,1.6501
4-1,60,2.0176
1-18,59,0.203787
2-4,65,1.50547
1-6,19,1.40946
4-2,38,2.1326
1-16,59,0.180909
1-15,59,0.468019
1-13,59,0.359355
1-12,59,0.584351
1-8,31,1.31821
1-11,59,0.697837
2-18,95,0.113842
1-9,59,0.707213
3-14,45,0.205677
2-19,90,0.014276
4-14,95,0.0448087
3-12,76,0.337386
1-5,91,0.951903
1-16,83,0.103655
1-6,59,1.13236
3-4,79,1.27848
2-9,99,-0.0244491
1-4,59,1.68834
2-5,59,1.31898
4-20,72,0
2-8,31,1.0917
1-14,19,0.491109
2-6,49,1.18893
1-3,59,1.67592
1-2,59,2.18437
1-5,54,1.51565
2-20,59,0.0475273
3-11,63,0.422056
3-5,88,1.01129
2-17,59,0.105028
2-15,59,0.394153
2-13,59,0.298974
