DownAndDistance,Yardline,Expected Points Added (EPA)
2-7,95,0.594901
2-4,95,0.964406
2-2,95,1.25951
2-1,95,1.53486
3-20,95,-0.0939604
3-18,95,-0.0424341
3-16,95,-0.0833812
3-13,95,-0.142709
3-11,95,0.0890274
3-10,95,0.00654144
3-9,95,0.113071
3-8,95,0.284981
3-6,95,0.210848
3-5,95,0.794816
3-4,95,0.881675
3-2,95,1.32137
3-7,99,0.101157
3-1,95,1.55838
4-16,95,-0.142117
4-13,95,-0.209123
4-12,95,-0.296984
4-9,95,0.0774044
4-5,95,0.293998
4-3,95,0.562573
4-2,95,0.836405
4-1,95,1.13984
1-19,94,0.0193254
1-17,94,0.0270609
1-15,94,0.0212848
1-13,94,0.183318
1-7,94,0.462717
1-4,94,1.05645
1-2,94,1.46699
1-1,94,1.8918
2-20,94,0.0197936
2-17,94,-0.108101
2-16,94,-0.0223102
2-15,94,0.0697057
2-14,94,0.0757133
2-13,94,0.034733
2-10,94,0.250813
2-9,94,0.25811
2-7,94,0.551625
2-4,94,1.10264
2-2,94,1.18222
2-1,94,1.85312
3-20,94,-0.0249702
3-18,94,-0.0515812
3-16,94,0.0253069
3-13,94,0.0520081
3-11,94,0.10217
3-10,94,0.0211708
3-9,94,-0.0428738
3-8,94,0.240757
3-6,94,0.459876
3-5,94,0.937251
3-4,94,1.04906
3-2,94,1.30869
3-7,98,0.162004
3-1,94,1.57981
4-18,94,-0.100963
4-16,94,-0.10801
4-13,94,-0.130357
4-12,94,-0.293062
4-9,94,0.0996136
4-5,94,0.387203
4-3,94,0.579075
4-1,94,0.999081
1-19,93,0.0232217
1-17,93,-0.0706031
1-15,93,0.140569
1-13,93,0.141932
1-7,93,0.656769
1-4,93,1.14033
1-2,93,1.60145
1-1,93,1.73951
2-20,93,0.0197069
2-17,93,-0.0501256
2-16,93,0.024633
2-15,93,0.0444994
2-14,93,0.122947
2-13,93,0.0275129
2-10,93,0.247642
2-7,93,0.452831
2-4,93,1.13871
2-2,93,1.34581
2-1,93,1.85048
3-20,93,-0.0715437
3-18,93,-0.139604
3-16,93,-0.0469836
3-13,93,-0.0246775
3-11,93,0.0857388
3-10,93,0.103247
3-9,93,0.27265
3-8,93,0.134291
3-6,93,0.496941
3-5,93,0.81675
3-4,93,1.06185
3-2,93,1.35495
3-7,97,0.300018
3-1,93,1.71645
4-16,93,-0.0159839
4-13,93,-0.0429768
4-12,93,-0.151017
4-9,93,0.114255
4-5,93,0.340493
4-3,93,0.635814
4-11,96,-0.0860451
4-2,93,0.933714
4-1,93,0.878554
1-19,92,0.0203628
1-17,92,0.0635617
1-15,92,0.221419
1-13,92,0.177632
1-7,92,0.71555
1-4,92,1.19464
1-2,92,1.57408
1-1,92,1.70793
2-20,92,-0.00517306
2-17,92,-0.00653732
2-16,92,-0.0550176
2-15,92,0.122723
2-14,92,0.180087
2-13,92,0.0877493
2-10,92,0.284702
2-7,92,0.66944
2-4,92,1.2155
2-2,92,1.33203
2-1,92,1.86187
3-20,92,0.019266
3-18,92,-0.0921141
3-16,92,-0.0403747
3-13,92,0.164122
3-11,92,0.193776
3-10,92,0.0562194
3-9,92,0.253392
3-8,92,0.0424919
3-6,92,0.453721
3-5,92,0.871213
3-4,92,1.01791
3-2,92,1.30083
3-7,96,0.069961
3-1,92,1.43127
4-16,92,-0.00987453
4-13,92,-0.104633
4-12,92,-0.183614
4-9,92,0.0821749
4-5,92,0.346563
4-3,92,0.709014
4-11,97,-0.1522
4-2,92,0.829196
4-1,92,1.1473
1-19,91,0.0221844
1-17,91,0.0507201
1-15,91,0.22265
1-13,91,0.177058
1-7,91,0.655348
1-4,91,1.23935
1-2,91,1.56749
1-1,91,1.90029
2-20,91,0.0265616
2-17,91,-0.0852452
2-16,91,0.0667205
2-15,91,0.146749
2-14,91,0.166923
2-13,91,0.152888
2-10,91,0.276897
2-7,91,0.594287
2-4,91,1.07427
2-2,91,1.49235
2-1,91,1.83064
3-20,91,-0.109376
3-18,91,0.0219679
3-16,91,0.047495
4-18,97,-0.0155344
3-13,91,0.0492772
3-11,91,0.177493
3-10,91,0.105121
3-9,91,0.189374
3-8,91,0.259404
3-6,91,0.372668
3-5,91,0.908644
3-4,91,1.09568
3-2,91,1.41293
3-1,91,1.74357
4-16,91,-0.0427535
4-13,91,0.0475355
4-12,91,-0.335863
4-9,91,0.0883023
4-5,91,0.498355
4-3,91,0.802726
4-1,91,0.920058
1-19,90,0.0249766
1-17,90,-0.0117998
1-15,90,0.156841
1-13,90,0.221035
1-7,90,0.758654
1-4,90,1.25752
1-2,90,1.59662
1-1,90,1.69409
1-9,62,0.751694
2-18,90,0.13986
2-15,90,0.162486
2-13,90,0.13366
2-7,43,1.44545
2-12,90,0.294212
2-7,90,0.666756
2-8,74,0.557333
1-14,72,0.370317
2-6,90,0.73777
4-20,41,0
2-5,90,1.02312
3-3,19,2.05985
3-17,60,0.090036
3-19,90,-0.0298234
3-16,90,0.0465213
4-7,59,0.690069
3-15,90,0.165748
4-18,96,-0.121996
3-13,90,0.118866
3-6,90,0.647574
3-1,90,1.70236
3-12,73,0.342081
4-14,90,0.0561616
4-12,90,-0.0703569
4-9,90,0.107072
4-5,90,0.420106
4-3,90,0.800929
4-1,90,0.901726
4-14,31,0
4-6,60,0.69087
1-20,89,0.0347558
1-13,89,0.226369
4-15,39,0.57032
1-12,89,0.361656
1-8,61,0.847321
4-10,66,0.274205
1-11,89,0.419819
2-18,57,0.255777
1-18,75,0.196106
1-9,89,0.493217
4-10,38,0.35566
1-8,89,0.506539
1-4,89,1.15219
1-1,89,1.95863
1-9,57,0.752921
2-18,89,0.133717
2-15,89,0.188737
2-13,89,0.155907
2-7,36,1.44382
2-12,89,0.306476
2-7,89,0.6812
2-8,55,0.802235
1-14,75,0.341441
2-6,89,0.775687
4-20,42,0
2-5,89,1.08151
2-4,89,1.20809
2-1,89,1.90053
3-3,20,2.20685
3-17,49,0.106574
3-19,89,0.011359
3-16,89,0.0281038
4-7,58,0.759434
3-15,89,0.128924
4-18,99,-0.149154
3-13,89,0.11028
3-11,89,0.142453
3-6,89,0.639697
1-12,71,0.626241
4-15,89,0.133937
3-12,74,0.274604
4-14,89,0.0502521
4-12,89,0.0721952
4-9,89,0.121458
3-2,24,2.81035
4-8,89,0.0489924
4-5,89,0.585545
4-3,89,0.73466
2-11,87,0.339285
3-18,43,0.353459
4-2,89,0.829455
4-1,89,1.18025
4-14,28,0
4-6,35,1.16738
1-20,88,0.0458729
1-19,88,0.023853
1-9,40,0.981428
2-18,40,0.715896
1-18,88,0.163688
1-13,88,0.226773
4-15,88,0.153218
1-12,88,0.416004
2-18,56,0.244387
1-18,72,0.191434
1-9,88,0.490971
4-10,39,0.297977
1-8,88,0.536351
1-4,88,1.25546
1-1,88,1.95653
1-9,56,0.846574
2-18,88,0.139132
2-15,88,0.192781
2-13,88,0.165765
2-7,88,0.720572
1-14,74,0.346264
2-8,72,0.613935
2-6,88,0.762128
4-20,43,0
2-5,88,1.09231
2-4,88,1.15343
2-1,88,1.84023
3-3,21,2.10185
3-17,62,0.0768639
3-19,88,0.0112554
3-16,88,0.0108881
3-15,88,0.161357
4-18,98,-0.120861
3-13,88,0.130876
3-6,88,0.62888
3-12,75,0.274095
4-14,88,0.0865983
4-12,88,-0.0408394
4-9,88,0.102418
4-5,88,0.585689
4-3,88,0.616563
3-18,40,0.577591
2-11,86,0.337145
4-2,88,1.18875
4-1,88,1.14913
1-19,87,0.0288585
1-13,87,0.188759
4-15,41,0.43152
1-12,87,0.416493
1-18,69,0.223258
1-9,87,0.533756
4-10,44,0.482637
1-8,87,0.439452
1-4,87,1.30774
2-15,87,0.194608
2-13,87,0.196127
2-4,90,1.16924
2-8,87,0.470361
2-7,87,0.749558
2-8,53,0.868346
1-14,77,0.274708
2-6,87,0.744662
4-20,44,0
2-5,87,1.13159
2-2,87,1.65433
3-3,30,1.83055
3-17,59,0.111003
3-19,87,0.0155948
3-16,87,0.0649683
4-7,52,0.762392
3-15,87,0.142143
3-13,87,0.152382
3-14,64,0.208458
3-6,87,0.586969
3-4,87,1.1753
4-16,87,0.0105494
1-12,73,0.473504
4-15,87,0.0708751
3-12,68,0.330982
4-14,87,0.0447384
4-12,87,-0.124778
4-9,87,0.0903522
4-5,87,0.65296
4-3,87,0.685017
4-1,87,0.985098
1-19,86,0.0303497
1-13,86,0.217031
4-15,42,0.629037
1-12,86,0.455919
1-18,66,0.242692
1-9,86,0.488654
4-10,45,0.386599
1-8,86,0.533151
1-4,86,1.39245
2-15,86,0.208011
2-13,86,0.172532
2-8,86,0.484583
2-7,86,0.794592
1-14,76,0.348346
2-8,54,0.823669
2-6,86,0.80087
4-20,45,0.0103234
2-5,86,1.13555
2-2,86,1.456
3-3,31,2.12338
3-17,56,0.0908569
3-19,86,0.0153953
3-16,86,0.0503326
4-7,55,0.694801
3-15,86,0.14213
4-3,97,0.697427
2-16,86,0.0742389
3-13,86,0.126019
3-14,65,0.257876
3-6,86,0.736683
3-4,86,1.19868
4-16,86,0.0364962
1-12,74,0.467921
4-15,86,0.145049
3-12,69,0.333859
4-14,86,0.0527632
4-12,86,0.205811
4-9,86,0.10157
4-5,86,0.587532
4-3,86,0.764488
4-1,86,0.972908
1-19,85,0.0334227
1-13,85,0.25951
4-15,43,0.703363
1-12,85,0.424534
2-18,61,0.212878
1-18,71,0.247449
1-9,85,0.499017
4-10,42,0.384535
1-8,85,0.615003
1-4,85,1.3132
3-15,53,0.373004
4-7,86,0.504394
2-20,85,0.0319338
2-15,85,0.196661
2-13,85,0.208047
2-7,85,0.816806
2-8,51,0.916842
1-14,79,0.30471
2-6,85,0.832904
4-20,46,0.00588284
2-5,85,1.12824
2-2,85,1.71425
3-3,16,2.15788
3-17,61,0.0789469
3-19,85,0.0141955
4-7,54,0.832841
3-15,85,0.152663
4-3,96,0.657276
2-16,87,0.0687271
3-13,85,0.196402
3-9,85,0.320609
3-14,66,0.209761
3-6,85,0.779684
3-4,85,1.09731
4-16,85,0.0252345
3-12,70,0.34123
4-14,85,0.0573983
4-13,85,0.0804207
4-12,85,0.169489
4-9,85,0.101102
4-5,85,0.659276
4-3,85,0.676421
4-1,85,1.28691
1-19,84,0.0366825
1-13,84,0.191754
4-15,44,0.744499
1-12,84,0.414399
2-18,60,0.227044
1-18,68,0.229183
1-9,84,0.55024
4-10,43,0.342427
1-8,84,0.570602
1-4,84,1.37996
2-15,84,0.198738
2-13,84,0.173819
1-9,39,1.10491
2-18,51,0.374753
1-18,85,0.159444
2-7,49,1.37973
2-12,84,0.386475
2-4,85,1.26548
2-8,84,0.479972
2-7,84,0.82524
1-14,78,0.312548
2-8,52,0.850886
2-6,84,0.743339
4-20,47,0.00377907
2-5,84,1.15485
2-8,85,0.473458
2-4,84,1.30289
3-3,17,2.2074
3-17,58,0.102693
3-19,84,0.0173704
3-16,84,0.0545303
4-7,49,0.850821
3-15,84,0.175295
2-16,84,0.0806344
3-13,84,0.129294
3-14,67,0.196992
3-6,84,0.657135
3-4,84,1.12945
4-16,84,0.0414183
3-12,71,0.319726
4-14,84,0.0634307
4-13,84,0.0822974
4-12,84,0.239725
4-9,84,0.0829101
4-5,84,0.73597
4-3,84,0.889121
4-1,84,1.23762
1-19,83,0.0320479
2-7,55,1.16392
2-12,86,0.362317
1-9,33,1.34281
2-18,49,0.372481
1-18,83,0.172698
1-13,83,0.231066
4-15,45,0.751746
1-12,83,0.421054
1-18,65,0.247871
1-9,83,0.51495
4-10,16,0.34785
1-8,83,0.574947
1-4,83,1.29612
3-16,85,0.0692482
1-2,83,1.63595
3-15,55,0.34355
4-7,84,0.507013
2-20,83,0.0474504
2-15,83,0.196721
2-13,83,0.200327
1-9,36,1.17204
2-18,44,0.575644
1-18,84,0.178853
2-7,50,1.18116
2-12,83,0.36166
3-2,25,2.77288
4-8,88,0.1532
2-10,83,0.381705
2-4,86,1.32029
2-8,83,0.506279
2-7,83,0.707613
1-14,49,0.889172
2-8,49,0.945771
2-6,83,0.819282
4-20,48,0
2-5,83,1.05969
2-2,83,1.60816
3-3,26,2.3566
3-19,83,0.0166806
3-16,83,0.0607302
4-7,48,0.937887
3-15,83,0.188176
2-16,85,0.0847965
3-13,83,0.19526
3-14,68,0.298011
2-19,51,0.099111
3-6,83,0.761051
3-5,83,1.1007
4-16,83,0.0488233
3-12,64,0.428469
4-14,83,0.0696526
4-13,83,0.0516264
4-12,83,0.226067
4-9,83,0.152936
2-10,90,0.390401
3-2,18,2.84666
4-8,83,0.114274
2-20,86,0.0321728
3-15,50,0.353363
4-7,83,0.386979
4-5,83,0.570736
2-16,24,0.687303
4-3,83,0.780647
4-1,83,1.30214
1-19,82,0.031312
2-7,48,1.18914
2-12,85,0.339002
1-9,38,1.0964
2-18,50,0.42233
1-18,82,0.169327
1-13,82,0.275254
4-15,46,0.630848
1-12,82,0.447009
1-9,82,0.556948
4-10,17,0.20871
1-8,82,0.537838
1-4,82,1.35003
3-15,54,0.342394
4-7,87,0.428704
2-20,82,0.0374384
2-15,82,0.203759
2-13,82,0.193158
1-9,37,1.16128
2-18,45,0.662224
1-18,87,0.174877
2-7,51,1.15815
2-12,82,0.35542
2-10,82,0.422735
2-4,87,1.18245
1-14,80,0.302673
2-8,82,0.512101
2-7,82,0.770192
1-14,48,0.601443
2-8,50,0.897071
2-6,82,0.77961
4-20,49,0.00713213
2-5,82,1.17754
2-4,82,1.35994
2-2,82,1.64222
3-3,27,2.00401
3-19,82,0.0135274
3-16,82,0.077609
4-7,51,0.737224
3-15,82,0.184146
2-16,82,0.0916669
3-13,82,0.140794
3-9,82,0.419127
3-14,69,0.1671
2-19,50,0.114525
3-6,82,0.77671
3-5,82,1.07686
4-16,82,0.0336723
3-12,65,0.416429
4-14,82,0.0490514
4-13,82,0.0668802
4-12,82,0.230255
4-9,82,0.105059
4-5,82,0.58668
2-16,25,0.787212
4-3,82,0.846974
4-1,82,1.25541
1-19,81,0.037818
1-13,81,0.273306
4-15,47,0.459772
1-12,81,0.395064
1-18,67,0.24145
1-9,81,0.543466
2-14,14,1.15854
4-10,46,0.339537
1-8,81,0.607634
1-4,81,1.45915
2-15,81,0.223538
2-13,81,0.197757
1-9,42,1.02155
2-18,46,0.561822
1-18,86,0.170482
2-7,44,1.41794
2-12,81,0.390008
3-2,27,2.62771
4-8,90,0.056512
2-10,81,0.377328
2-7,81,0.762491
2-8,63,0.73979
1-14,51,0.558576
2-6,81,0.847791
4-20,50,0.0079159
2-5,81,1.16643
3-3,28,2.25831
3-17,57,0.0820364
3-19,81,0.0154403
3-16,81,0.0676889
4-7,50,0.632846
3-15,81,0.199283
2-16,83,0.0868438
3-13,81,0.155365
3-14,70,0.154991
2-19,49,0.10529
3-6,81,0.729072
3-5,81,1.10318
4-16,81,0.0410671
3-12,66,0.31191
4-14,81,0.0642318
4-13,81,0.0821269
4-12,81,0.282619
4-9,81,0.110561
2-20,84,0.0365911
3-15,52,0.415961
4-7,81,0.528785
4-5,81,0.559062
4-3,81,0.830767
4-1,81,1.1328
1-19,80,0.0465931
2-7,54,1.14883
2-12,87,0.319612
1-9,32,1.2058
2-18,48,0.434477
1-18,80,0.190592
1-13,80,0.291207
4-15,32,0.41742
1-12,80,0.408943
1-18,64,0.274796
1-9,80,0.532207
2-14,15,1.04233
4-10,47,0.350107
1-8,80,0.574525
1-4,80,1.3001
3-15,40,0.724706
4-7,85,0.514835
2-20,80,0.0334054
2-15,80,0.222652
2-13,80,0.209427
1-9,43,1.04542
2-18,47,0.438776
1-18,89,0.16527
2-7,45,1.4006
2-12,80,0.373961
2-4,81,1.28494
1-14,82,0.286279
2-8,80,0.511603
2-7,80,0.801667
2-8,48,0.993577
1-14,50,0.547868
2-6,80,0.873733
4-20,51,0.00666412
2-5,80,1.16788
1-14,81,0.261288
2-8,81,0.506054
2-4,80,1.38644
3-3,29,1.89946
3-19,80,0.0114355
3-16,80,0.0660917
4-7,61,0.600554
3-15,80,0.19452
2-16,80,0.0889351
3-13,80,0.156179
3-14,71,0.123844
2-19,48,0.0787397
3-6,80,0.747232
3-5,80,1.07997
4-16,80,0.0351696
3-12,67,0.333449
4-14,80,0.0770645
4-13,80,0.0587774
4-12,80,0.189162
4-9,80,0.149917
3-2,17,2.9513
4-8,80,0.143905
2-20,87,0.0317449
3-15,51,0.365794
4-7,80,0.532301
4-5,80,0.594905
4-3,80,0.846835
4-1,80,1.27577
2-14,82,0.207491
4-14,41,0.0706135
1-20,79,0.0523559
1-19,79,0.0358139
1-13,79,0.274635
4-15,81,0.11817
1-12,79,0.483081
1-9,79,0.611919
2-14,16,0.818289
1-11,11,1.31665
4-10,20,0.533367
1-8,79,0.588537
1-7,79,0.974237
1-4,79,1.23126
1-2,79,1.65141
3-15,59,0.228819
4-7,88,0.440597
2-20,79,0.0338919
2-16,79,0.106883
2-15,79,0.241846
2-13,79,0.227616
2-7,79,0.812298
2-8,93,0.341293
1-14,85,0.236876
2-6,79,0.875311
4-20,52,0.00737086
2-5,79,1.22117
2-2,79,1.6788
3-3,6,3.66343
3-19,79,0.0186437
1-2,85,1.73134
3-16,79,0.0657912
4-7,44,0.719806
3-15,79,0.233338
2-16,81,0.0850284
3-13,79,0.226823
4-4,91,0.377815
3-9,79,0.42706
3-1,59,2.43256
3-7,79,0.769367
3-6,79,0.741649
3-5,79,1.07637
3-17,72,0.0476558
3-3,79,1.28311
3-3,70,1.16785
3-17,67,0.0456575
4-19,79,0.0150376
4-18,79,0.116046
4-16,79,0.0310228
3-12,92,0.0625849
4-14,79,0.0753531
4-13,79,0.08663
4-12,79,0.221717
1-8,48,1.10427
4-16,50,0.0592754
1-11,84,0.464938
4-10,79,0.202759
4-9,79,0.10805
2-20,90,0.0185671
3-15,46,0.626379
4-7,79,0.662952
4-5,79,0.481664
4-3,79,0.983765
4-1,79,1.29977
2-14,83,0.195153
4-14,46,0.197208
1-20,78,0.0636423
1-19,78,0.0391278
1-17,78,0.0943561
1-13,78,0.285035
4-15,82,0.15671
1-12,78,0.489677
1-9,78,0.640199
2-14,17,0.709419
4-10,21,0.505936
1-8,78,0.597903
1-7,78,0.819802
1-4,78,1.54064
1-2,78,1.69827
2-20,78,0.0514544
2-16,78,0.128384
2-15,78,0.234114
2-13,78,0.241028
1-4,30,2.58843
2-9,78,0.535027
2-7,78,0.830348
2-8,94,0.345735
1-14,84,0.303889
2-6,78,0.912744
4-20,53,0.0133079
2-5,78,1.20938
2-2,78,1.7023
3-3,7,1.26233
3-19,78,0.0107799
1-2,86,1.69425
3-16,78,0.0662161
4-7,47,0.757857
3-15,78,0.188066
3-13,78,0.29
4-4,88,0.708423
3-9,78,0.449153
3-1,58,2.35033
3-7,78,0.626434
3-6,78,0.789719
3-5,78,1.10209
3-17,75,0.0320926
3-3,78,1.19172
2-5,53,1.5766
4-20,78,0.0122837
3-3,71,1.26828
3-17,64,0.0619551
4-19,78,0.00638683
4-16,78,0.027537
3-12,93,0.0471372
4-14,78,0.0375259
4-13,78,0.0628363
4-12,78,0.259087
1-8,49,0.954225
4-16,49,0.0643759
1-11,85,0.418434
4-10,78,0.244009
4-9,78,0.138196
3-15,45,0.706137
4-7,78,0.4962
4-5,78,0.790205
4-3,78,0.815496
4-1,78,1.32538
2-14,80,0.228349
4-14,43,0.108814
1-20,77,0.191869
1-19,77,0.0490556
1-17,77,0.098534
1-13,77,0.262945
4-15,83,0.153586
1-12,77,0.428205
1-9,77,0.570974
2-14,18,0.586628
4-10,18,0.06957
1-8,77,0.670531
1-7,77,0.986965
1-4,77,1.47509
1-2,77,1.7345
2-20,77,0.0432345
2-16,77,0.108849
2-15,77,0.23653
2-13,77,0.246782
2-7,77,0.831067
2-8,91,0.397539
1-14,87,0.247622
2-6,77,0.838191
4-20,54,0.00935536
2-5,77,1.17963
2-2,77,1.69283
3-3,24,2.02178
3-19,77,0.016149
3-16,77,0.0825877
4-7,46,0.746178
3-15,77,0.217776
3-13,77,0.168569
3-9,77,0.394783
3-1,57,2.61211
3-7,77,0.616062
1-19,89,0.0286508
3-6,77,0.756286
3-5,77,1.07564
3-3,88,1.09248
3-17,69,0.0636437
4-19,77,0.0153715
4-16,77,0.0299456
4-15,77,0.12422
3-12,94,-0.0416764
4-6,82,0.4948
4-14,77,0.0647365
4-13,77,0.0533587
4-12,77,0.297774
1-11,82,0.452745
1-8,54,0.918901
4-16,60,0.112388
4-10,77,0.27004
4-9,77,0.138401
2-20,88,0.0314948
3-15,32,0.81433
4-7,77,0.499186
4-5,77,0.629488
4-3,77,0.875592
4-1,77,1.53491
2-14,81,0.206697
4-14,40,0.151775
1-20,76,0.0555384
1-19,76,0.0427734
1-17,76,0.0887843
1-13,76,0.333971
4-15,84,0.140466
1-12,76,0.448995
1-9,76,0.584789
2-14,19,0.469542
4-10,19,0.13914
1-8,76,0.675738
1-7,76,0.943096
1-4,76,1.38476
1-2,76,1.84923
3-15,60,0.216555
4-7,89,0.413368
2-20,76,0.0523387
2-16,76,0.108483
2-15,76,0.23953
2-13,76,0.223746
1-9,95,0.34838
2-18,59,0.208624
1-18,77,0.164033
2-7,57,1.12326
2-12,76,0.411834
2-7,76,0.831301
2-8,92,0.304823
1-14,86,0.220162
2-6,76,0.914959
4-20,55,0.0252225
2-5,76,1.23873
2-2,76,1.77867
3-3,25,2.02171
3-19,76,0.0196153
1-2,84,1.67637
3-16,76,0.0684562
4-7,41,0.754782
3-15,76,0.200811
3-13,76,0.167012
4-4,90,0.681233
3-9,76,0.439648
3-1,56,2.33255
3-7,76,0.695672
3-6,76,0.818314
3-5,76,1.12648
3-17,66,0.059608
3-3,89,1.17009
4-19,76,0.0101246
4-18,76,0.132312
4-16,76,0.0262705
4-15,76,0.174721
3-12,95,-0.16808
4-6,83,0.670041
4-14,76,0.0463899
4-13,76,0.0395651
4-12,76,0.342226
1-11,83,0.464551
1-8,55,0.974704
4-16,51,0.0203799
4-10,76,0.191519
4-9,76,0.160718
3-15,47,0.479449
4-7,76,0.430629
4-5,76,0.660138
4-3,76,0.775329
4-1,76,1.28329
2-14,78,0.252799
4-6,50,1.04308
4-14,45,0.173903
1-20,75,0.073211
1-19,75,0.0553051
2-7,63,1.00369
2-12,78,0.41415
1-13,75,0.318919
4-15,85,0.0905794
1-12,75,0.462843
1-9,75,0.747849
2-14,20,0.854041
1-11,15,0.829495
4-10,24,0.58613
1-8,75,0.819759
1-7,75,0.995869
1-4,75,1.47621
1-2,75,1.86897
1-9,11,1.09752
2-18,79,0.174335
1-1,75,2.13434
2-20,75,0.0603282
