DownAndDistance,Yardline,Expected Points Added (EPA)
3-13,78,0.29
3-13,74,0.258218
4-4,88,1.06637
3-9,78,0.495058
4-4,90,1.06578
3-9,76,0.527305
4-4,91,0.986608
3-9,79,0.440068
4-4,89,1.03289
3-9,73,0.501629
3-1,57,2.61211
3-7,77,0.734069
3-6,75,0.819827
4-16,76,0.0314819
3-12,67,0.468577
4-14,80,0.0827939
4-13,77,0.0533587
4-13,75,0.0647416
4-12,81,0.282619
4-12,83,0.226067
4-12,78,0.259087
1-11,85,0.418434
1-8,49,0.966499
4-16,49,0.0643759
4-10,78,0.244009
4-9,78,0.322625
4-9,82,0.33751
4-9,80,0.332898
4-3,76,1.1809
4-1,79,1.62319
1-19,65,0.0793027
1-9,83,0.51495
2-18,7,0
1-18,65,0.247871
1-9,19,1.08093
2-18,71,0.190998
2-15,73,0.247721
2-14,73,0.28123
1-13,65,0.371732
2-13,73,0.261446
2-13,74,0.24887
4-15,95,-0.0288316
1-12,65,0.551078
2-7,59,1.10216
2-12,74,0.396207
2-18,17,0
1-9,65,0.771874
1-11,5,0
4-10,30,0.461216
2-14,30,1.16808
1-8,65,0.775845
1-14,90,0.172562
2-8,88,0.451467
2-6,72,0.994465
4-20,56,0.00528248
2-5,75,1.20408
1-4,65,1.66368
1-2,65,2.11411
1-1,65,2.42798
3-3,7,1.72022
3-19,78,0.0174824
2-16,65,0.134526
3-16,74,0.0823777
3-16,76,0.0684562
4-7,36,1.21396
3-15,71,0.250371
4-7,43,0.598147
3-15,74,0.229784
4-7,42,0.599897
3-15,73,0.234328
4-4,95,0.923148
3-9,75,0.491603
3-1,39,3.04121
3-7,75,0.753474
3-1,56,2.44043
3-7,76,0.724918
3-14,71,0.183558
2-19,48,0.0787397
3-6,80,0.803656
3-6,74,0.856298
4-16,77,0.0498233
4-13,74,0.0937972
4-12,80,0.189162
1-11,82,0.456982
1-8,54,0.918901
4-16,60,0.112388
4-10,77,0.27004
4-9,81,0.276286
3-15,42,0.65717
4-7,75,0.492468
4-5,72,1.119
4-3,75,1.02337
4-3,74,1.00217
3-15,49,0.556267
4-7,82,0.581052
2-20,73,0.0354439
1-19,64,0.0727507
1-9,18,1.3073
2-18,70,0.197899
2-15,72,0.245009
2-15,75,0.246644
1-13,64,0.478579
2-13,65,0.297963
2-13,75,0.239347
4-15,80,0.0841824
1-12,64,0.605344
1-9,80,0.532207
1-18,64,0.274796
2-7,6,0
2-12,71,0.435179
2-7,52,1.08015
2-12,73,0.420717
2-18,16,0
1-9,64,0.782007
1-11,4,0
4-10,31,0.499225
2-14,31,0.83085
1-8,64,0.807581
2-7,71,0.959693
1-4,64,1.72716
1-2,64,2.33603
1-1,64,2.60832
3-17,5,0
3-3,24,2.1125
3-19,77,0.0203744
3-16,75,0.0946472
3-16,72,0.123816
3-13,76,0.167012
3-13,72,0.194771
3-1,38,2.83939
3-7,74,0.766074
3-6,79,0.799883
3-12,90,0.24036
4-14,73,0.106701
3-12,93,0.229438
4-14,78,0.0800953
4-12,76,0.342226
1-11,80,0.480165
1-8,52,0.995525
4-16,62,0.0515387
4-10,75,0.248834
1-11,83,0.464551
1-8,55,0.974704
4-16,51,0.0403136
4-10,76,0.257919
2-20,81,0.0311502
3-15,41,0.696622
4-7,74,0.619829
1-20,63,0.130757
1-18,63,0.232618
1-9,13,1.61722
2-18,69,0.188224
2-5,52,1.7173
4-20,79,0.00392431
2-17,68,0.0901792
1-15,63,0.468232
2-14,72,0.309477
2-14,70,0.283564
4-4,5,1.32183
2-14,66,0.436669
1-13,63,0.387832
2-13,72,0.269584
1-12,63,0.68147
2-18,91,0.120856
1-9,63,0.875827
2-7,73,0.824843
2-7,72,0.947512
4-6,96,0.330439
4-14,67,0.119524
3-12,80,0.339548
1-16,95,0.062603
1-5,95,0.959387
1-6,63,1.20724
1-14,92,0.174763
2-8,70,0.598728
2-6,70,0.993797
4-20,58,0.00468571
2-5,73,1.29377
4-20,61,0.0272833
2-5,70,1.28459
2-5,55,1.47541
4-20,76,0.00434686
2-8,27,1.34437
2-6,13,2.03218
1-14,23,0.844016
1-3,63,1.71045
1-2,63,2.14764
3-17,11,0
3-3,14,2.65602
3-19,71,0.0243689
3-17,2,0
3-3,25,2.02171
3-19,76,0.0196153
4-7,53,0.817882
3-15,72,0.224648
4-16,73,0.038987
4-13,70,0.094837
4-13,73,0.0779456
4-13,72,0.0823699
4-9,77,0.296779
4-9,79,0.316635
4-5,75,1.2956
4-3,72,1.08241
4-1,75,1.92354
4-1,76,1.7969
1-20,62,0.144429
1-18,62,0.248894
1-9,23,1.49247
2-18,67,0.189021
1-9,12,1.78775
2-18,68,0.178356
1-15,62,0.485443
1-13,62,0.450421
2-13,68,0.275352
1-12,62,0.626309
2-18,90,0.13986
1-9,62,0.751694
4-6,97,0.491816
4-14,66,0.126761
3-12,81,0.340122
1-16,92,0.0712102
1-5,88,1.09498
1-6,62,1.24573
4-20,59,0.0261365
2-5,72,1.23373
2-5,54,1.47803
4-20,77,0.0152039
2-6,10,1.397
2-8,26,1.07962
1-14,24,0.933519
1-3,62,1.9105
1-2,62,2.25893
3-16,73,0.0945501
4-7,39,1.42443
3-15,70,0.246321
2-16,71,0.155612
3-13,69,0.263344
3-14,52,0.258032
2-19,67,0.0462734
4-14,84,0.0634307
3-12,71,0.404022
3-1,36,3.15852
3-7,72,0.801976
3-1,37,2.87226
3-7,73,0.841832
3-6,72,1.06189
4-18,79,0.116046
4-16,74,0.0379472
4-16,69,0.0751371
3-12,88,0.297346
4-14,75,0.0573468
3-12,86,0.289445
4-14,69,0.114165
4-13,71,0.0791941
4-12,77,0.297774
4-12,75,0.200543
4-9,74,0.364992
3-15,44,0.647907
4-7,73,0.604133
3-15,43,0.626984
4-7,72,0.51425
4-5,71,1.21369
4-5,74,1.14286
4-3,79,1.02599
4-3,73,1.16498
1-20,61,0.159985
1-16,98,0.0521792
1-5,10,3.15799
2-20,63,0.0684125
1-18,61,0.252133
2-4,75,1.4803
4-2,44,1.92799
1-6,25,2.08266
1-16,61,0.185484
1-15,61,0.428121
2-14,64,0.29957
1-13,61,0.354295
2-13,76,0.233462
2-13,69,0.282771
4-15,3,0
1-12,61,0.645942
2-7,53,1.18004
2-12,72,0.411014
2-18,85,0.152894
1-9,61,0.847953
4-14,65,0.0934365
3-12,82,0.329669
1-5,93,1.05407
1-16,89,0.0812499
1-6,61,1.18285
1-14,95,0.118502
2-8,67,0.656971
2-6,69,1.09424
4-20,60,0.0469309
2-5,71,1.30403
2-5,57,1.54334
4-20,74,0.0244397
2-6,15,2.12006
2-8,29,1.1553
1-14,21,1.08689
1-3,61,1.83267
1-2,61,2.31542
2-2,71,1.93191
3-16,68,0.116454
4-7,38,1.17502
3-15,69,0.22671
2-16,70,0.136165
3-13,70,0.226863
3-13,73,0.179336
4-4,92,1.04486
3-9,74,0.521869
4-4,94,1.05284
3-9,72,0.516632
4-4,99,0.710404
3-9,71,0.501988
3-6,76,0.818314
4-16,68,0.0443221
3-12,85,0.310481
4-14,70,0.0804137
3-12,89,0.2597
4-14,74,0.0712228
4-12,74,0.279522
1-11,94,0.341132
1-8,58,0.90691
4-16,56,0.0870829
4-10,73,0.214271
3-15,47,0.657215
4-7,76,0.430629
4-5,73,1.15999
4-1,73,1.64929
4-1,74,1.81937
1-20,60,0.151755
1-18,60,0.375069
1-9,22,1.34477
2-18,66,0.196699
2-4,68,1.50112
1-6,30,1.6159
4-2,45,1.65935
1-16,60,0.178336
1-15,60,0.476709
2-15,71,0.279501
1-13,60,0.428499
2-13,67,0.286061
4-15,4,0
1-12,60,0.643703
3-18,1,0
2-11,61,0.594544
2-18,84,0.165252
1-9,60,0.898285
4-14,64,0.108687
3-12,83,0.332709
1-16,94,0.0636164
1-5,94,1.01943
1-6,60,1.30454
2-8,45,0.936917
1-14,37,0.903397
1-3,45,1.9873
2-6,63,1.06152
2-5,67,1.31562
4-2,34,2.00943
1-6,31,1.91649
1-16,63,0.174487
1-14,94,0.157696
2-6,68,0.956154
2-8,68,0.684827
2-4,69,1.52082
2-5,56,1.43732
4-20,75,0.0253793
2-8,28,1.18508
2-6,12,1.78742
1-14,22,1.31472
1-3,60,1.6862
1-2,60,2.15323
2-2,67,2.24745
3-17,1,0
3-3,4,2.94281
3-19,73,0.0196071
3-16,71,0.0990141
1-2,67,2.04451
3-16,69,0.125008
2-16,68,0.130739
3-13,68,0.201127
3-6,70,0.903768
3-6,67,1.01027
3-3,95,1.0001
3-19,22,0.375678
4-19,70,0.0142738
4-16,65,0.0572184
4-16,72,0.0443309
4-13,69,0.0773312
1-11,95,0.325713
1-8,59,0.887509
4-16,63,0.0511221
4-10,72,0.287584
4-9,76,0.250038
4-9,73,0.326444
3-15,38,0.690378
4-7,71,0.643088
4-5,70,1.12185
4-3,68,1.07194
4-3,71,0.950346
1-18,59,0.31022
1-9,17,1.06117
2-18,65,0.188049
2-17,63,0.102862
1-15,59,0.468019
2-15,70,0.250407
1-13,59,0.475684
2-13,64,0.324113
4-15,5,0
1-12,59,0.634499
1-9,84,0.55024
2-18,60,0.227044
1-18,68,0.229183
2-7,2,0
2-12,67,0.50069
1-9,81,0.555606
2-18,1,0
1-18,67,0.24145
2-7,7,3.05291
2-12,70,0.413542
2-18,95,0.113842
1-9,59,0.718292
4-14,95,0.0448087
3-12,76,0.337386
1-5,91,1.02749
1-16,83,0.103655
1-6,59,1.17229
4-20,62,0.0107362
2-5,69,1.28481
3-4,79,1.3255
2-9,99,0.261463
1-4,59,1.77381
4-2,38,2.1326
1-6,19,1.82957
1-16,59,0.180909
1-14,66,0.432012
2-6,64,1.04466
2-8,64,0.654199
2-4,65,1.68823
2-5,59,1.46342
4-20,72,0.026696
2-8,31,1.0917
1-14,19,1.08814
2-6,49,1.33441
1-3,59,1.7528
1-2,59,2.2534
3-17,14,0
3-3,5,2.04327
3-19,72,0.0200383
3-16,70,0.124702
4-7,33,1.10996
3-15,68,0.208759
4-7,32,1.0832
3-15,67,0.231177
2-16,69,0.128195
3-13,67,0.367004
3-13,71,0.182169
3-1,60,2.62191
3-7,64,0.886382
3-6,69,1.04527
1-4,62,1.71413
3-4,66,1.51566
4-18,70,0.11422
4-18,76,0.132312
4-16,71,0.0487851
1-11,92,0.34699
1-8,56,1.0472
4-16,58,0.0733938
4-10,71,0.278958
4-9,75,0.300234
4-5,68,1.25246
2-8,35,1.22369
2-6,37,1.66074
1-3,39,2.2005
1-14,63,0.447384
3-9,45,0.749551
4-4,69,1.32023
4-1,72,1.95477
2-20,65,0.0560226
1-18,58,0.389465
1-9,16,1.29573
2-18,64,0.185936
1-15,58,0.66439
2-15,64,0.32286
2-15,63,0.338984
2-15,62,0.322
2-15,69,0.245693
4-4,4,2.99151
2-14,67,0.320389
2-14,68,0.266583
2-14,69,0.277775
1-13,58,0.49282
4-15,6,0
1-12,58,0.828066
1-9,86,0.488654
2-18,2,0
1-18,66,0.242692
2-12,69,0.455638
2-18,94,0.117183
1-9,58,0.751217
1-4,26,2.42359
2-9,66,0.662754
4-2,35,2.31357
1-6,28,1.93073
1-16,62,0.172417
2-4,70,1.56311
2-7,68,0.934769
4-14,94,0.0452074
3-12,77,0.33024
1-16,80,0.113934
1-5,68,1.35329
1-6,58,1.31044
1-14,67,0.39799
2-8,79,0.54612
2-6,65,1.11027
4-20,63,0.00665394
2-5,68,1.29473
3-4,78,1.23505
2-9,98,0.29766
1-4,58,1.74764
2-5,58,1.46116
4-20,73,0.00233459
2-6,14,1.95276
2-8,30,1.19325
1-14,20,0.777875
1-3,58,1.70142
1-2,58,2.40176
3-17,20,0.57604
3-3,11,2.75259
3-19,66,0.0338577
4-7,35,1.68112
3-15,66,0.213273
4-4,96,1.01058
3-9,70,0.504634
3-6,71,0.947558
3-6,68,0.911393
3-6,73,0.885811
4-16,70,0.0532531
3-12,91,0.25855
4-14,72,0.0902164
3-12,84,0.349131
4-14,71,0.0964334
4-12,73,0.333942
4-9,71,0.267368
4-5,69,1.23837
4-3,70,0.988093
4-3,69,1.23419
4-1,71,1.80769
4-1,70,1.82929
1-18,57,0.435248
3-5,84,1.06747
1-9,91,0.520429
1-18,73,0.220949
2-18,63,0.175567
1-15,57,0.554414
2-15,68,0.281592
2-15,66,0.268469
2-14,65,0.340037
1-13,57,0.514612
4-15,7,0
1-12,57,0.619313
1-9,87,0.533756
2-18,3,0
1-18,69,0.223258
2-7,1,0
2-12,68,0.444052
2-18,89,0.139761
1-9,57,0.752921
2-4,71,1.56194
4-2,32,2.18166
1-6,29,1.73512
1-16,57,0.197883
1-14,64,0.541239
2-6,66,1.05423
2-8,66,0.649465
2-12,64,0.590542
2-7,61,1.03221
4-6,98,0.298567
4-14,93,0.0392402
3-12,78,0.313335
1-16,93,0.0688762
1-5,89,1.08069
1-6,57,1.28171
1-14,65,0.358944
2-8,65,0.684832
2-6,67,0.998997
2-5,64,1.31483
3-4,77,1.39294
1-4,57,1.80215
4-2,39,1.96039
1-6,16,1.91126
1-16,58,0.19482
2-4,66,1.54126
2-5,61,1.43956
4-20,70,0.00997816
2-8,17,1.57493
1-14,17,0.784595
2-6,51,1.27748
1-3,57,1.7857
1-2,57,2.23378
2-1,62,2.53286
3-17,8,0
3-3,15,2.16648
3-19,70,0.0189176
3-16,65,0.136244
2-16,66,0.176155
3-13,66,0.200485
2-16,67,0.132417
3-13,65,0.198798
4-4,97,0.83212
3-9,65,0.547906
3-6,66,0.923842
1-4,63,1.70697
3-4,67,1.43684
4-14,33,0.0108814
1-20,71,0.0902031
4-16,64,0.0883772
3-12,87,0.291281
4-14,68,0.101674
4-12,66,0.320563
4-12,69,0.264116
4-12,70,0.21331
1-11,90,0.37535
1-8,62,0.83948
4-10,69,0.336678
3-15,33,0.753316
4-7,66,0.693364
3-15,37,0.760907
4-7,70,0.678825
4-1,66,1.9127
1-18,56,0.405045
1-9,90,0.448693
1-18,70,0.195824
2-18,62,0.173895
1-15,56,0.623224
2-15,67,0.303141
1-13,56,0.464288
4-15,56,0.16726
1-12,56,0.624999
1-9,85,0.509211
2-18,61,0.212878
1-18,71,0.247449
2-7,3,0
2-12,66,0.480648
2-7,60,0.987715
2-12,65,0.470025
3-18,6,0
2-11,60,0.554133
2-18,88,0.144079
1-9,56,0.846574
2-7,64,0.94055
4-6,99,0.338023
4-14,92,0.0489141
3-12,79,0.379105
1-5,90,1.11854
1-16,82,0.103619
1-6,56,1.29953
2-5,66,1.31773
3-4,76,1.35769
1-4,56,1.96872
2-5,60,1.41883
4-20,71,0.00321958
2-8,16,1.42733
1-14,18,0.916232
2-6,48,1.46162
1-3,56,1.6767
1-2,56,2.34667
3-17,13,0
3-19,69,0.0243038
3-16,67,0.126925
4-4,98,0.833671
3-9,68,0.535897
3-9,64,0.570334
3-9,66,0.609437
3-4,63,1.52031
3-19,10,0
3-17,76,0.0420457
3-3,67,1.40907
4-12,68,0.272751
1-11,91,0.443774
1-8,63,0.805422
4-16,59,0.0845916
4-10,68,0.222948
4-9,70,0.278827
4-9,72,0.337416
3-15,39,0.664967
4-7,68,0.621887
3-15,24,0.74092
4-7,69,0.606464
2-16,8,0
4-3,67,1.14282
4-1,68,1.94914
4-1,69,1.87851
1-20,55,0.174608
1-16,99,0.0340073
1-5,11,2.22891
2-20,60,0.0578928
3-11,63,0.422056
3-14,76,0.145562
2-19,59,0.0622172
1-18,55,0.371306
2-4,77,1.44086
4-2,42,1.68733
1-16,55,0.251582
1-15,55,0.819919
1-13,55,0.475194
2-13,63,0.28829
2-13,58,0.309299
2-13,66,0.267013
2-13,56,0.35976
4-15,9,0
1-12,55,0.832281
3-18,3,0
2-11,63,0.589765
2-18,35,0.86488
1-9,55,0.861517
1-7,55,1.24845
1-5,87,1.1052
1-16,71,0.13949
1-6,55,1.44468
3-8,76,0.420883
2-20,56,0.135856
1-5,55,1.46967
2-5,65,1.37451
3-4,75,1.38147
1-4,55,1.93932
4-2,33,2.00422
1-6,18,1.6025
1-16,56,0.223294
2-4,64,1.61923
2-17,81,0.0457313
2-5,63,1.43537
4-20,68,0.0160151
2-8,19,1.60518
1-14,47,0.615338
2-6,53,1.44777
1-3,55,2.17467
1-2,55,2.52454
3-3,1,0
3-17,10,0
3-19,68,0.0233548
3-16,66,0.135326
4-7,45,0.644969
3-15,64,0.189766
4-7,34,1.5232
3-15,65,0.227081
3-9,67,0.559795
3-1,62,2.45653
3-7,66,0.939462
3-6,65,0.995802
2-9,97,0.345561
1-4,61,1.72766
3-4,65,1.6019
3-2,63,2.01224
4-16,67,0.0585194
4-14,32,0.00916232
1-20,68,0.101041
4-12,72,0.256053
1-11,71,0.567954
1-8,3,0
4-10,64,0.261927
4-9,68,0.368656
3-15,94,0.128249
4-7,63,0.556814
3-15,35,0.743885
4-7,64,0.688854
4-5,66,1.20063
4-5,67,1.17905
4-5,64,1.30607
2-16,9,0
4-3,66,1.25884
4-2,66,1.46233
4-11,83,0.19609
2-16,43,0.447246
4-3,60,1.13323
3-18,65,0.18339
4-11,6,0
1-16,2,0
4-2,63,1.43662
4-1,67,1.96845
1-20,54,0.180278
1-5,9,1.42998
2-20,62,0.0729969
1-18,54,0.503884
2-4,78,1.37687
4-2,43,1.85096
1-16,54,0.229622
1-15,54,0.595811
2-15,65,0.312081
1-13,54,0.503333
4-15,10,0
1-12,54,0.879336
2-18,34,0.950243
1-9,54,0.831238
2-6,44,1.34664
1-14,54,0.469074
2-8,60,0.671627
2-6,47,1.36625
1-14,53,0.497973
2-8,61,0.769477
4-12,32,0.745757
2-3,82,1.39799
1-5,80,1.19332
1-16,68,0.152819
1-6,54,1.38931
3-8,67,0.559572
2-20,59,0.178447
1-5,54,1.58029
3-4,74,1.37762
1-4,54,1.81685
2-17,82,0.0439986
2-5,62,1.41892
4-20,69,0.0179635
2-8,18,1.5405
1-14,16,1.37977
2-6,50,1.32579
1-3,54,1.80519
1-2,54,2.53108
2-2,70,1.91897
3-3,10,1.76565
3-17,23,0.238625
3-19,67,0.0285639
4-7,92,0.0531142
3-15,63,0.224624
2-19,72,0.0439314
3-14,63,0.229991
3-1,61,2.43135
3-7,65,0.859453
2-9,96,0.35681
1-4,60,1.71077
3-4,64,1.61557
3-19,4,0
3-17,74,0.0492895
3-3,65,1.44752
3-2,59,1.96828
4-14,35,0.0529655
1-20,69,0.091725
1-11,81,0.47591
1-8,53,0.997118
4-10,74,0.270695
4-16,61,0.0824446
4-16,66,0.0846623
1-12,33,1.12262
4-15,63,0.258815
4-12,71,0.334726
3-15,34,0.815734
4-7,67,0.607607
4-5,65,1.27034
4-3,65,1.10236
3-18,70,0.232904
4-11,7,0
1-16,3,0
4-2,62,1.45552
1-20,53,0.181774
1-18,53,0.507568
1-9,95,0.432429
1-18,77,0.164033
2-18,59,0.208624
2-4,83,1.25855
1-6,97,0.559882
1-5,97,0.954001
4-2,52,1.54932
1-16,53,0.260292
1-15,53,0.587046
1-13,53,0.792258
4-15,11,0
1-12,53,0.817669
2-18,93,0.117323
1-9,53,0.878549
1-5,85,1.14682
1-16,65,0.163786
1-6,53,1.45079
3-4,73,1.40643
1-4,53,1.84703
4-20,66,0.0183231
2-8,21,1.57065
1-14,45,0.631641
2-6,55,1.32097
1-3,53,1.73101
1-2,53,2.39234
2-1,63,2.3816
2-4,24,2.34029
3-16,62,0.119388
3-16,64,0.123246
2-19,73,0.0372387
3-14,62,0.24513
3-14,80,0.140744
2-19,63,0.0646349
3-11,59,0.443846
1-16,97,0.0553992
2-20,58,0.141887
1-5,53,1.66159
3-8,66,0.620701
3-1,41,2.91762
3-7,61,0.920522
3-14,25,0.829274
3-6,62,1.02275
3-19,5,0
3-17,77,0.0413596
3-3,64,1.49537
4-17,63,0.0153642
1-12,34,1.0267
4-15,62,0.169747
1-11,88,0.438942
1-8,60,0.798789
4-10,67,0.292001
4-9,69,0.38138
3-15,36,0.603679
4-7,65,0.63829
3-15,80,0.19452
4-7,61,0.625286
1-3,33,2.24472
2-6,43,1.4425
2-8,57,0.813033
1-14,57,0.494091
3-9,43,0.782808
4-4,63,1.34197
4-2,65,1.29832
4-11,76,0.170535
2-16,44,0.411073
4-3,63,1.19941
1-20,52,0.174739
1-16,96,0.0571747
1-5,52,1.54604
2-20,61,0.12015
3-11,62,0.42797
3-14,79,0.138993
2-19,56,0.0672813
1-18,52,0.500066
1-9,94,0.383281
1-18,74,0.214616
2-18,58,0.20723
2-4,76,1.39878
1-5,96,0.826876
4-2,53,1.54489
1-16,52,0.277245
1-15,52,0.651683
2-15,59,0.402909
1-13,52,0.578836
4-15,12,0
1-12,52,0.664694
2-18,92,0.12768
1-9,52,0.938335
1-14,52,0.579874
2-6,46,1.47763
2-8,62,0.786818
1-5,86,1.13726
1-16,70,0.143294
1-6,52,1.30096
2-8,43,1.10238
1-14,39,0.7716
1-3,47,2.01788
2-6,61,1.09501
3-8,65,0.533269
3-4,72,1.40035
1-4,52,1.99223
2-17,80,0.0517847
4-20,67,0.0101607
2-8,20,1.36562
2-6,52,1.29862
1-14,46,0.618567
1-3,52,2.03258
1-2,52,2.4065
2-1,61,2.58457
3-17,9,0
3-3,12,2.96708
3-19,65,0.0306012
2-4,25,2.42696
3-16,63,0.134005
4-7,95,-0.0980351
3-15,62,0.208539
4-7,89,0.413368
3-15,60,0.216555
2-19,74,0.034004
3-14,61,0.25475
2-16,64,0.136431
3-13,64,0.291003
3-10,61,0.519895
4-4,85,1.09069
3-9,61,0.568859
4-4,75,1.12004
3-9,63,0.590805
3-1,42,2.75684
3-7,62,0.907542
3-14,26,0.8898
3-6,61,1.06151
1-12,35,1.01884
4-15,61,0.101082
1-12,39,1.04167
4-15,57,0.103785
3-15,93,0.120958
4-7,62,0.605288
4-1,65,1.71477
4-1,59,2.2798
1-20,51,0.206966
1-18,51,0.577302
1-9,89,0.493217
1-18,75,0.196106
2-18,57,0.255777
2-17,62,0.109951
2-4,73,1.41708
1-6,27,2.09669
4-2,46,1.92643
1-16,51,0.338086
1-15,51,0.653791
1-13,51,0.581602
2-13,62,0.335864
4-15,13,0
1-12,51,0.781123
3-8,74,0.512722
1-5,61,1.39253
2-12,58,0.859129
2-11,62,0.621362
2-18,39,0.886711
1-9,51,1.12458
2-6,45,1.41762
1-14,55,0.538237
2-8,59,0.802558
2-3,81,1.37068
1-16,91,0.0750541
1-5,83,1.12276
1-6,51,1.38379
2-8,41,1.19996
1-14,41,0.849423
1-3,49,1.84937
2-6,59,1.13203
1-4,51,1.80585
4-20,64,0.0212275
2-8,23,1.37728
1-14,43,0.796826
2-6,57,1.25514
1-3,51,2.09694
1-2,51,2.53413
2-1,60,2.60176
3-17,22,0.378461
3-3,13,2.89329
3-19,64,0.0336214
4-7,94,0.18804
3-15,61,0.238795
2-19,68,0.0411215
3-14,59,0.208314
3-14,83,0.167238
2-19,60,0.0605007
3-11,58,0.465494
3-14,77,0.158677
2-19,58,0.0812151
3-11,60,0.440903
3-14,82,0.122444
2-19,61,0.0688044
3-11,61,0.378917
1-17,73,0.0985017
3-10,63,0.436519
1-17,72,0.104137
3-10,60,0.497719
4-4,79,1.05208
3-9,59,0.646097
4-4,74,1.18611
3-9,60,0.590327
3-8,62,0.669864
3-8,61,0.62024
3-8,60,0.650935
3-1,43,2.78524
3-7,63,0.831777
3-1,23,3.35484
3-7,59,0.956228
3-14,28,0.821614
3-6,59,1.06414
3-4,62,1.65643
3-4,61,1.72984
3-2,62,2.08325
3-2,60,2.00205
4-17,61,0.0233896
4-14,39,0.0841932
1-20,65,0.116542
1-11,93,0.329132
1-8,57,0.964959
4-10,70,0.264884
4-16,57,0.103085
1-12,36,1.31427
4-15,60,0.111744
4-9,67,0.34082
4-9,64,0.33362
1-20,95,0.0260504
4-14,25,0.41742
4-6,62,0.606591
4-5,63,1.34066
4-2,69,1.45779
4-11,72,0.216859
2-16,32,0.649359
4-3,59,1.24735
4-2,64,1.49884
4-11,77,0.255481
2-16,45,0.343609
4-3,62,1.26321
4-1,63,1.90376
4-1,64,1.92596
1-20,50,0.193061
1-5,2,0
2-20,55,0.213353
1-18,50,0.553127
2-17,61,0.107885
2-4,74,1.52089
1-6,24,1.686
4-2,47,1.90376
1-16,50,0.354509
1-15,50,0.615255
2-15,53,0.560996
2-15,61,0.382535
1-13,50,0.571843
2-13,60,0.334427
2-13,59,0.400429
2-13,61,0.294632
4-15,14,0
1-12,50,0.765501
3-18,7,0
2-11,59,0.61271
3-3,93,1.02159
4-19,72,0.0122512
3-19,16,0
3-17,70,0.0470521
3-18,4,0
2-11,58,0.562186
1-18,94,0.0932983
2-18,38,0.869785
1-9,50,0.89705
1-5,92,1.00692
1-16,88,0.0811723
1-6,50,1.49728
2-8,42,1.13494
1-14,40,0.907186
1-3,46,2.3021
2-6,58,1.17568
2-8,44,1.11313
1-14,38,0.774676
1-3,44,2.07978
2-6,60,1.14186
3-8,79,0.433575
1-5,50,1.58089
1-4,50,2.12858
4-20,65,0.0219271
2-8,22,1.66598
1-14,44,0.653631
2-6,54,1.20766
1-3,50,1.90837
1-2,50,2.51214
4-19,62,0.0123572
3-19,62,0.0356057
2-2,57,2.29204
2-1,58,2.56226
2-4,27,2.46286
3-16,61,0.118701
4-7,90,0.334878
3-15,57,0.300255
2-19,69,0.0480523
3-14,58,0.280052
2-19,75,0.0411574
3-14,60,0.371709
3-10,62,0.497571
3-8,63,0.570183
3-1,22,3.80983
3-7,58,0.964865
3-2,61,2.00946
3-2,54,1.99111
4-17,60,0.027329
4-17,62,0.0287806
1-12,38,1.10137
4-15,58,0.172357
1-12,37,1.02332
4-15,59,0.127483
4-12,62,0.321207
4-9,63,0.401774
4-9,60,0.334215
4-9,62,0.369818
4-9,66,0.429207
3-7,92,0.563699
3-1,72,2.13779
4-8,60,0.328112
3-15,95,0.0718172
4-7,60,0.646933
1-20,94,0.0310773
4-14,30,0.0413931
4-6,61,0.689136
4-5,61,1.33491
4-5,62,1.3372
4-5,58,1.40603
4-2,67,1.67016
4-11,82,0.203415
2-16,42,0.50649
4-3,61,1.18781
1-20,49,0.233459
1-5,3,0
2-20,52,0.0863631
1-18,49,0.591004
1-18,81,0.173659
1-9,35,1.25887
2-18,55,0.26721
2-17,58,0.146305
2-17,60,0.129577
2-4,79,1.34916
4-2,40,1.45382
1-16,49,0.388514
1-15,49,0.704959
2-15,57,0.47541
2-15,60,0.353912
1-13,49,0.63195
4-15,15,1.60011
1-12,49,0.788109
2-18,33,0.893098
1-9,49,0.993659
1-5,81,1.16737
1-16,69,0.153734
1-6,49,1.42882
2-8,46,0.969012
1-14,36,0.797548
1-3,42,1.98534
2-6,62,1.1115
3-8,78,0.476951
1-5,49,1.59434
1-4,49,2.03844
3-12,50,0.539146
4-6,70,0.529958
2-3,58,1.71246
1-2,49,2.48003
2-1,56,2.5917
2-1,59,2.59958
3-19,91,0.00563107
3-3,18,1.98164
3-17,63,0.054274
2-4,26,2.30932
3-16,60,0.144369
4-7,91,0.348362
3-15,58,0.302761
2-19,64,0.055133
3-14,55,0.258327
3-10,59,0.505139
4-4,72,1.10958
3-9,62,0.642394
4-4,73,1.21225
3-9,57,0.600349
3-6,64,1.00432
3-14,30,0.524513
3-6,57,0.986757
3-4,60,1.73249
3-2,57,2.11817
4-17,59,0.0489304
2-14,62,0.342879
4-10,62,0.243357
4-9,61,0.426029
4-9,65,0.368067
3-7,93,0.558313
3-1,73,2.2035
4-8,61,0.443496
1-20,80,0.05875
4-14,20,0.76527
4-6,59,0.828767
4-5,60,1.337
2-6,42,1.39322
2-8,58,0.777882
1-14,56,0.55046
3-9,42,0.858685
4-4,60,1.25389
1-3,32,2.57542
2-6,40,1.4134
2-8,56,0.763819
1-14,58,0.445922
3-9,40,0.863844
4-4,62,1.24899
4-1,62,1.98358
1-20,48,0.22869
1-18,48,0.612973
