DownAndDistance,Yardline,Expected Points Added (EPA)
2-15,75,0.199037
4-14,22,0.299151
4-6,53,0.654821
1-20,86,0.0408621
2-14,75,0.172133
2-13,75,0.229072
1-9,92,0.338603
2-18,52,0.157248
1-18,76,0.1205
2-7,58,0.906565
2-12,75,0.330144
2-7,75,0.720715
2-8,89,0.409811
1-14,89,0.168301
2-6,75,0.786301
4-20,56,0
2-5,75,1.08412
2-2,75,1.47821
2-1,75,1.93536
3-19,75,0.0136612
1-2,81,1.36336
3-16,75,0.118081
4-7,40,0.630855
3-15,75,0.203996
3-13,75,0.134582
4-4,95,0.751091
3-9,75,0.395258
3-1,39,2.65055
3-7,75,0.646019
3-6,75,0.75088
3-19,19,0.0968136
3-3,90,1.02509
3-17,71,0.0496217
4-19,75,0
4-16,75,0.0660339
4-15,75,0.0755909
3-12,88,0.239575
4-14,75,0.0433656
4-13,75,0.0618125
4-12,75,0.123016
1-11,80,0.367918
1-8,52,0.932886
4-16,62,0.0551308
4-10,75,0.188201
4-9,75,0.234652
3-15,42,0.615334
4-7,75,0.383388
4-5,75,1.01597
4-3,75,0.997279
4-1,75,1.57246
2-14,79,0.144761
4-6,49,0.69927
4-14,18,0.048699
1-20,74,0.05644
1-19,74,0.0574483
2-7,56,0.938728
2-12,77,0.316601
1-9,94,0.300618
2-18,58,0.128232
1-18,74,0.124929
1-13,74,0.260792
1-9,74,0.500601
2-14,21,0.920853
1-11,14,0.859359
4-10,25,0.358667
1-8,74,0.612513
1-7,74,0.783374
1-4,74,1.2626
1-2,74,1.49276
1-9,10,0.357327
2-18,78,0.142635
1-1,74,1.96318
2-20,74,0.0283197
1-1,78,1.84761
1-9,14,1.20318
2-18,74,0.149363
2-16,74,0.134235
2-15,74,0.20473
4-14,17,0.118269
4-6,54,0.623647
1-20,87,0.0378771
2-14,74,0.171145
2-13,74,0.232087
1-9,93,0.330426
2-18,53,0.146842
1-18,79,0.116189
2-7,59,0.892529
2-12,74,0.33615
2-7,74,0.72563
1-14,88,0.175616
2-8,90,0.40236
2-6,74,0.801811
4-20,57,0
2-5,74,1.07024
2-2,74,1.47693
2-1,74,1.98696
3-3,3,3.41589
3-19,74,0.0147093
1-2,82,1.33829
3-16,74,0.1254
4-7,43,0.68544
3-15,74,0.211544
3-8,81,0.462373
1-1,3,4.48161
1-10,79,0.417963
2-19,53,0.0634733
3-14,74,0.123338
2-16,90,0.077846
3-13,74,0.136663
4-4,92,0.78687
3-9,74,0.382187
3-1,38,2.71678
3-7,74,0.677871
3-6,74,0.777809
3-3,91,1.01471
3-17,68,0.0535069
4-19,74,0
4-16,74,0.0652608
4-15,74,0.0611895
3-12,89,0.211746
4-14,74,0.0455338
4-13,74,0.0712904
4-12,74,0.123919
1-11,81,0.360994
1-8,53,0.889174
4-16,61,0.0781174
4-10,74,0.201523
4-9,74,0.219551
2-20,81,0.0263904
3-15,41,0.6376
4-7,74,0.387308
4-5,74,1.06367
4-3,74,1.05141
4-1,74,1.55564
2-14,76,0.172653
4-14,47,0.092659
1-20,73,0.0588174
1-19,73,0.0586209
1-13,73,0.252685
1-9,73,0.500836
2-14,22,1.00309
1-11,13,0.815067
4-10,22,0.566116
1-8,73,0.643663
1-4,73,1.29493
1-2,73,1.50582
2-18,77,0.144448
1-1,73,2.00013
3-15,49,0.577647
4-7,82,0.348807
2-20,73,0.0285127
1-1,77,1.81779
1-9,9,0.391774
2-18,73,0.150447
2-16,73,0.138199
2-15,73,0.199721
4-14,16,0.257409
4-6,55,0.598195
1-20,84,0.041254
2-14,73,0.17995
2-13,73,0.243221
1-9,34,1.02949
2-18,54,0.140868
1-18,78,0.118086
2-7,52,0.997946
2-12,73,0.341689
2-7,73,0.731552
1-14,91,0.153229
2-8,71,0.565102
2-6,73,0.804847
4-20,58,0
2-5,73,1.07085
2-2,73,1.46702
3-3,4,2.93584
3-19,73,0.015245
1-2,87,1.26534
3-16,73,0.129964
4-7,42,0.650346
3-15,73,0.232554
3-13,73,0.135892
4-4,89,0.823682
3-9,73,0.412018
3-1,37,2.75492
3-7,73,0.665449
3-6,73,0.790145
3-3,92,0.996378
4-19,73,0
4-16,73,0.0632481
4-15,73,0.0725737
3-12,90,0.212304
4-14,73,0.05197
4-13,73,0.062003
4-12,73,0.148691
1-11,94,0.254344
1-8,58,0.803995
4-16,56,0.0627037
4-10,73,0.210286
4-9,73,0.247493
3-15,44,0.614602
4-7,73,0.378209
4-5,73,1.05393
4-3,73,1.04605
4-1,73,1.57654
2-14,77,0.15637
4-14,44,0.0863602
4-6,51,0.626098
1-20,72,0.0636675
1-19,72,0.0658233
2-7,62,0.887514
2-12,79,0.306022
1-13,72,0.268205
4-15,72,0.0680595
1-12,72,0.396442
1-9,72,0.5422
2-14,23,1.01834
1-11,12,0.815718
4-10,23,0.586815
1-8,72,0.650039
1-4,72,1.3036
1-2,72,1.54232
2-18,76,0.146328
1-1,72,1.9834
2-20,72,0.0292832
1-1,76,1.84544
2-18,72,0.150952
2-16,72,0.140069
2-15,72,0.196913
4-6,48,0.67074
4-14,19,0.06957
1-20,85,0.0404716
2-14,72,0.196227
2-13,72,0.247391
1-9,35,1.05386
2-18,55,0.13341
1-18,81,0.112335
2-7,53,0.989704
2-12,72,0.35026
4-17,81,0.0232512
2-11,72,0.352171
2-7,72,0.732623
1-14,90,0.163642
2-8,88,0.423421
2-6,72,0.827345
4-20,59,0
2-5,72,1.11792
2-2,72,1.50883
3-3,5,2.33151
3-19,72,0.0148658
1-2,80,1.3657
3-16,72,0.125904
4-7,53,0.499469
3-15,72,0.227473
2-16,88,0.0857364
3-13,72,0.14532
4-4,94,0.789041
3-9,72,0.40216
3-1,36,2.81211
3-7,72,0.679286
3-6,72,0.811773
3-17,85,0.0365877
3-3,72,1.26735
3-3,93,0.977447
3-17,70,0.0500248
4-19,72,0
4-16,72,0.0719889
3-12,91,0.207105
4-14,72,0.074783
4-13,72,0.072698
4-12,72,0.137035
1-11,95,0.231242
1-8,59,0.799284
4-16,63,0.0732683
4-10,72,0.214852
4-9,72,0.257416
3-15,43,0.587562
4-7,72,0.412201
4-5,72,1.05156
4-3,72,1.0453
4-1,72,1.6404
1-19,71,0.0639816
1-17,71,0.0899347
1-13,71,0.270187
2-18,19,0.14993
1-9,71,0.531879
2-14,24,0.983851
4-10,28,0.435882
1-8,71,0.651909
1-4,71,1.29432
1-2,71,1.55052
2-18,83,0.127946
1-1,71,1.96589
1-9,19,1.03031
2-18,71,0.150105
2-15,71,0.199928
4-14,26,0.180882
4-6,57,0.590335
1-20,82,0.045968
2-14,71,0.204858
2-13,71,0.253543
3-2,21,2.62068
4-8,84,0.268542
2-10,71,0.438663
1-4,23,2.17274
2-9,71,0.461751
2-7,71,0.750328
1-14,93,0.140847
2-8,69,0.60765
2-6,71,0.807758
4-20,60,0
2-5,71,1.11708
2-2,71,1.54155
2-1,71,2.04866
3-3,14,1.93147
3-19,71,0.0166237
3-16,71,0.137174
4-7,36,0.667133
3-15,71,0.212359
2-16,89,0.0789165
3-13,71,0.142622
4-4,99,0.50115
3-9,71,0.420964
3-6,71,0.811169
3-3,94,0.966977
3-19,23,0.101363
4-19,71,0
4-16,71,0.0780699
3-12,84,0.266539
4-14,71,0.0627097
4-13,71,0.0697925
4-12,71,0.140011
1-11,92,0.285846
1-8,56,0.861523
4-16,58,0.0638374
4-10,71,0.219646
4-9,71,0.220733
2-10,86,0.322131
4-8,71,0.300395
3-15,38,0.666651
4-7,71,0.405735
4-5,71,1.09249
4-3,71,1.07476
4-1,71,1.60368
1-19,70,0.0700605
1-13,70,0.281982
4-15,90,0.0411752
1-12,70,0.423039
2-18,18,0.141958
1-9,70,0.544726
2-14,25,1.02107
4-10,29,0.345674
1-8,70,0.65595
1-4,70,1.32073
1-2,70,1.56143
2-18,82,0.13051
1-1,70,2.00102
1-9,18,1.06078
2-18,70,0.151047
2-5,50,1.45704
4-20,81,0
2-17,70,0.0707762
2-15,70,0.207706
4-14,21,0.201753
4-6,58,0.613696
1-20,83,0.0443334
2-14,70,0.208533
2-13,70,0.252663
3-2,22,2.4911
4-8,87,0.253517
2-10,70,0.433109
2-7,70,0.7393
1-14,92,0.15489
2-8,70,0.570774
2-6,70,0.837611
4-20,61,0
2-5,70,1.12956
2-2,70,1.55396
2-1,70,2.06073
3-3,15,2.10915
3-19,70,0.0173379
3-16,70,0.128754
4-7,39,0.647958
3-15,70,0.205744
2-16,70,0.149891
3-13,70,0.159628
4-4,96,0.741405
3-9,70,0.420768
3-6,70,0.830275
3-3,95,0.953315
3-19,22,0.0990259
4-19,70,0
4-18,70,0.0275612
4-16,70,0.0719824
3-12,85,0.264548
4-14,70,0.0526129
4-13,70,0.0784697
4-12,70,0.136232
1-11,93,0.274722
1-8,57,0.813262
4-16,57,0.0760433
4-10,70,0.242474
4-9,70,0.234405
2-10,85,0.327289
4-8,70,0.333518
3-15,37,0.725798
4-7,70,0.384677
4-5,70,1.1228
4-3,70,1.10137
4-1,70,1.6289
1-19,69,0.0657374
1-13,69,0.28353
4-15,91,0.036226
1-12,69,0.417913
2-19,59,0.0562653
3-14,76,0.11471
1-1,29,3.15751
1-10,69,0.50691
1-9,69,0.552985
2-14,26,0.850536
4-10,26,0.474088
1-8,69,0.68021
1-4,69,1.34156
4-17,79,0.020737
1-3,69,1.4022
1-2,69,1.54593
2-18,81,0.132662
1-1,69,2.02072
1-9,13,1.25531
2-18,69,0.146933
2-15,69,0.209998
4-14,20,0.083484
4-6,59,0.558845
1-20,80,0.0479244
2-14,69,0.223195
2-13,69,0.259733
3-2,23,2.42221
4-8,86,0.252609
2-10,69,0.45105
1-4,25,2.132
2-9,69,0.477862
2-7,69,0.765742
1-14,95,0.114395
2-8,67,0.630176
2-6,69,0.843329
4-20,62,0
2-5,69,1.13507
2-2,69,1.58954
2-1,69,2.09944
3-19,69,0.0183966
4-7,38,0.649148
3-15,69,0.217884
2-16,71,0.150181
3-13,69,0.155787
3-14,58,0.194821
2-19,69,0.0364137
3-6,69,0.823459
3-19,21,0.0559065
3-3,80,1.16409
4-19,69,0
4-16,69,0.0819102
3-12,86,0.255919
4-14,69,0.0584152
4-13,69,0.0731721
4-12,69,0.156366
1-11,90,0.292632
1-8,62,0.76674
4-10,69,0.219402
4-9,69,0.270956
2-10,80,0.358704
4-8,69,0.340507
3-15,24,0.516244
4-7,69,0.401333
4-5,69,1.0836
4-3,69,1.14253
4-1,69,1.63737
1-19,68,0.0678131
1-17,68,0.10274
1-13,68,0.285333
4-15,92,0.0430321
1-12,68,0.45349
3-8,88,0.400429
2-19,58,0.0584491
3-14,77,0.105769
1-1,28,3.15732
1-10,68,0.524531
1-9,68,0.566452
2-14,27,0.80711
4-10,27,0.459011
1-8,68,0.692156
1-4,68,1.36699
1-2,68,1.63125
2-18,80,0.135915
1-1,68,2.07477
1-9,12,1.20416
2-18,68,0.146241
2-5,52,1.38857
4-20,79,0
2-17,68,0.0786731
2-15,68,0.212974
4-14,23,0.250452
4-6,52,0.632556
1-20,81,0.046384
2-14,68,0.231299
2-13,68,0.26366
2-12,68,0.372946
1-4,24,2.15017
2-9,68,0.477798
2-7,68,0.776789
1-14,94,0.133572
2-8,68,0.607403
2-6,68,0.867627
4-20,63,0
2-5,68,1.15018
2-2,68,1.59642
2-1,68,2.13562
3-19,68,0.019093
3-16,68,0.135525
4-7,33,0.720787
3-15,68,0.187058
2-16,68,0.150541
3-13,68,0.161799
4-4,98,0.702104
3-9,68,0.429058
3-6,68,0.836825
3-19,20,0.0753582
3-3,81,1.13561
4-19,68,0
4-16,68,0.0689936
3-12,87,0.248265
4-14,68,0.065011
4-12,68,0.166098
1-11,91,0.290069
1-8,63,0.743074
4-16,59,0.0543023
4-10,68,0.222437
4-9,68,0.237726
2-10,87,0.324463
4-8,68,0.332736
3-15,39,0.647502
4-7,68,0.413754
4-5,68,1.12574
4-3,68,1.13227
4-1,68,1.68802
1-19,67,0.0736839
2-7,7,1.13865
2-12,70,0.363034
1-17,67,0.113654
1-13,67,0.297174
4-15,93,0.0372336
1-12,67,0.463675
2-19,57,0.0604984
3-14,78,0.10779
1-1,31,3.06757
1-10,67,0.536271
2-18,23,0.342702
1-9,67,0.57534
2-14,28,0.830023
1-8,67,0.686504
1-16,43,0.55257
1-5,67,1.10808
1-4,67,1.37045
1-3,67,1.45739
3-16,69,0.135954
1-2,67,1.61319
2-18,87,0.109025
1-1,67,2.0618
3-14,52,0.190147
2-19,67,0.0406643
1-9,23,1.12933
2-18,67,0.14569
2-15,67,0.226634
4-4,4,3.17239
2-14,67,0.236321
2-13,67,0.264002
2-12,67,0.388451
2-10,67,0.459479
1-14,65,0.340049
2-8,65,0.633745
2-6,67,0.866979
2-5,67,1.15843
2-2,67,1.59444
2-1,67,2.10173
3-17,23,0.0700639
3-3,10,1.52171
3-19,67,0.0194126
1-2,89,1.22861
3-16,67,0.143718
4-7,32,0.672889
3-15,67,0.221467
2-16,69,0.148095
3-13,67,0.156784
3-9,67,0.446389
3-6,67,0.876201
3-17,76,0.0418828
3-3,67,1.35628
3-19,27,0.162599
3-3,82,1.13706
4-19,67,0
4-16,67,0.0800192
4-6,96,0.29313
3-12,80,0.294712
4-14,67,0.0628281
1-11,88,0.321516
1-8,60,0.786199
4-10,67,0.231582
4-9,67,0.262964
3-15,34,0.670808
4-7,67,0.38978
4-5,67,1.13952
4-3,67,1.151
4-1,67,1.68964
2-14,87,0.123115
4-14,42,0.0835466
1-20,66,0.0895311
1-19,66,0.07619
2-12,69,0.369554
1-17,66,0.116624
1-13,66,0.304132
4-15,94,0.0357802
1-12,66,0.488268
2-19,56,0.0616216
3-14,79,0.10503
1-1,30,3.15005
1-10,66,0.541798
2-18,22,0.222299
1-9,66,0.581542
2-14,29,0.82067
1-8,66,0.715027
1-4,66,1.42034
4-17,78,0.0205365
1-3,66,1.47951
1-2,66,1.6595
2-18,86,0.11214
1-1,66,2.08032
3-14,53,0.206744
2-19,66,0.0424775
1-9,22,1.17793
2-18,66,0.144063
2-15,66,0.237838
4-4,5,1.08529
2-14,66,0.244552
2-13,66,0.27992
2-12,66,0.383062
2-10,66,0.461607
1-4,26,2.19723
2-9,66,0.500724
1-14,64,0.349218
2-8,66,0.64927
2-6,66,0.908032
2-5,66,1.19117
2-2,66,1.63401
2-1,66,2.17443
3-17,20,0.166975
3-3,11,1.54897
3-19,66,0.0210581
3-16,66,0.140536
4-7,35,0.643498
3-15,66,0.216516
2-16,66,0.14918
3-13,66,0.177533
3-9,66,0.463332
3-1,62,2.11955
3-7,66,0.729313
3-6,66,0.868909
3-19,26,0.161062
3-3,83,1.09621
4-19,66,0
4-16,66,0.0729648
4-6,97,0.267886
3-12,81,0.284475
4-14,66,0.0669742
4-12,66,0.160135
4-9,66,0.271304
2-20,89,0.0176036
3-15,33,0.711573
4-7,66,0.42542
4-5,66,1.11478
4-3,66,1.15895
4-1,66,1.69046
1-19,65,0.0825633
1-17,65,0.114855
1-13,65,0.304753
4-15,95,-0.0280895
1-12,65,0.477702
1-9,65,0.608093
4-10,30,0.356187
2-14,30,0.759727
1-8,65,0.739374
1-4,65,1.43211
1-3,65,1.49744
1-2,65,1.67805
1-9,61,0.65579
2-18,85,0.116018
1-1,65,2.10867
3-15,57,0.343631
4-7,90,0.285441
2-20,65,0.0350781
1-9,17,1.1695
2-18,65,0.14173
2-16,65,0.153889
2-15,65,0.25278
2-14,65,0.244871
2-13,65,0.287821
1-9,90,0.377196
2-18,62,0.136241
1-18,70,0.118027
2-7,60,0.898155
2-12,65,0.388512
2-10,65,0.478828
1-4,29,2.13487
2-9,65,0.513071
1-14,67,0.337522
2-8,79,0.485672
2-6,65,0.913247
2-5,65,1.20632
2-2,65,1.63844
2-1,65,2.19603
3-3,12,1.86362
3-19,65,0.0217394
3-16,65,0.153996
4-7,34,0.671023
3-15,65,0.218217
2-16,67,0.156421
3-13,65,0.187613
4-4,97,0.760418
3-9,65,0.451406
3-1,61,2.05145
3-7,65,0.753941
3-6,65,0.875225
3-17,74,0.0489437
3-3,65,1.36881
4-16,65,0.0756505
3-12,82,0.292117
4-14,65,0.0726064
4-9,65,0.266895
3-15,36,0.633077
4-7,65,0.427928
4-5,65,1.14914
4-3,65,1.19238
4-1,65,1.68157
1-19,64,0.0883332
2-12,71,0.354114
1-17,64,0.111547
1-13,64,0.338049
4-15,80,0.0481462
1-12,64,0.491552
1-9,64,0.601321
2-14,31,0.715565
4-10,31,0.374149
1-8,64,0.739928
1-4,64,1.4409
1-3,64,1.48465
1-2,64,1.67725
1-9,60,0.623073
2-18,84,0.122641
1-1,64,2.11335
3-14,55,0.201039
2-19,64,0.0462416
1-9,16,1.24908
2-18,64,0.140523
2-15,64,0.267273
2-14,64,0.256488
2-13,64,0.277696
1-9,91,0.353544
2-18,63,0.13988
1-18,73,0.12338
2-7,61,0.869718
2-12,64,0.38976
3-2,20,2.20758
4-8,85,0.263003
2-10,64,0.496364
2-7,64,0.832983
1-14,66,0.335082
2-8,64,0.664748
2-6,64,0.965782
2-5,64,1.21522
2-2,64,1.68147
2-1,64,2.18567
3-17,22,0.0559621
3-3,13,2.16485
3-19,64,0.0245825
1-2,88,1.2277
3-16,64,0.144221
4-7,45,0.645952
3-15,64,0.208288
2-16,64,0.149574
3-13,64,0.187922
3-9,64,0.485437
3-1,60,2.12666
3-7,64,0.767776
3-6,64,0.883277
3-17,77,0.0443941
3-3,64,1.37206
3-19,24,0.186093
3-3,85,1.0983
4-19,64,0
4-16,64,0.0772669
3-12,83,0.279543
4-14,64,0.0741543
4-13,64,0.0898755
1-11,71,0.47521
4-10,64,0.258827
4-9,64,0.268359
3-15,35,0.718795
4-7,64,0.431603
4-5,64,1.15648
4-3,64,1.14453
4-1,64,1.76181
1-20,63,0.0981836
1-18,63,0.119645
2-4,69,1.28109
4-2,34,1.71857
1-6,31,1.62583
1-16,63,0.182037
1-15,63,0.382387
3-9,45,0.613912
4-4,69,1.02567
2-8,35,1.07742
2-6,37,1.41635
1-3,39,2.01449
1-14,63,0.366199
1-13,63,0.337761
1-12,63,0.508109
2-18,91,0.0899443
1-9,63,0.649163
3-14,41,0.152968
2-19,86,0.0189764
2-3,85,1.15782
1-16,95,0.0590557
1-5,95,0.768544
1-6,63,1.00936
3-4,67,1.25274
1-4,63,1.43149
2-17,89,0.0411504
2-5,55,1.35589
4-20,76,0
2-6,13,0.832833
2-8,27,1.13299
1-14,23,0.929199
1-3,63,1.52591
1-2,63,1.74331
1-16,98,-0.0567793
1-5,10,1.62276
2-20,63,0.0304819
3-5,84,0.989298
2-17,63,0.10629
2-15,63,0.276633
2-13,63,0.291061
1-3,88,1.14062
4-17,88,0.0148118
2-11,63,0.440651
1-14,37,0.817064
2-8,45,0.877913
1-3,45,1.86519
2-6,63,0.945262
4-11,37,0.283511
4-2,24,1.94082
1-6,85,0.724836
3-12,47,0.404072
4-6,67,0.51211
2-3,63,1.47693
2-1,63,2.20538
3-19,91,0.00667105
3-3,18,2.15043
3-17,63,0.0675225
2-4,25,2.08572
3-16,63,0.141336
4-7,92,0.309177
3-15,63,0.21754
2-19,72,0.0323791
3-14,63,0.163437
4-15,78,0.0543329
3-13,63,0.178044
3-12,63,0.39776
1-17,73,0.0811459
3-10,63,0.463901
4-4,75,0.957162
3-9,63,0.477952
3-8,63,0.627493
3-1,43,2.52661
3-7,63,0.779041
3-14,24,0.96783
3-6,63,0.909615
3-4,63,1.34699
3-2,63,1.58043
3-18,36,0.511319
2-11,90,0.245181
4-17,63,0.0266264
2-14,90,0.110612
4-14,33,0
1-20,71,0.063612
1-12,33,0.922816
4-15,63,0.0963945
4-14,63,0.0850193
4-13,63,0.104548
4-12,63,0.163609
2-14,63,0.263124
4-10,63,0.238611
4-9,63,0.270934
3-15,94,0.128619
4-7,63,0.434324
1-20,92,0.0318109
4-14,24,0.166968
4-6,63,0.514562
4-5,63,1.17082
4-2,65,1.11287
4-11,76,0.145879
2-16,44,0.382298
4-3,63,1.22318
3-18,65,0.153116
4-2,63,1.16306
4-1,63,1.70023
1-20,62,0.106727
1-18,62,0.118621
2-4,70,1.26789
4-2,35,1.63333
1-6,28,1.61141
1-16,62,0.210277
1-15,62,0.410746
1-13,62,0.328997
1-12,62,0.518896
3-14,46,0.167638
2-19,89,0.0167294
1-16,92,0.083018
1-5,88,0.856483
1-6,62,0.994321
3-4,66,1.28064
1-4,62,1.44343
2-17,90,0.0373861
2-5,54,1.36307
4-20,77,0
2-6,10,1.17459
2-8,26,1.15635
1-14,24,0.961411
1-3,62,1.53298
1-2,62,1.71566
1-5,9,1.32651
2-20,62,0.0302152
3-5,85,0.972971
2-17,62,0.105462
2-15,62,0.302983
2-13,62,0.293943
2-11,62,0.457791
3-20,89,0.00829682
1-5,65,1.1246
1-16,85,0.108645
1-14,52,0.46049
2-6,46,1.18464
2-8,62,0.695142
1-14,36,0.840285
1-3,42,1.95625
2-8,46,0.867823
2-6,62,0.967458
4-11,36,0.268249
4-2,25,1.93086
1-6,74,0.872133
3-12,46,0.420617
4-6,66,0.540248
2-3,62,1.48548
2-1,62,2.24954
2-4,24,2.19445
3-16,62,0.161347
4-7,95,0.26978
3-15,62,0.234292
2-19,73,0.0318443
3-14,62,0.166657
4-15,79,0.0559794
3-13,62,0.186123
3-12,62,0.395998
1-17,74,0.0805508
3-10,62,0.459398
4-4,72,1.03634
3-9,62,0.494749
3-8,62,0.636426
3-1,42,2.60304
3-7,62,0.759727
3-14,25,0.96447
3-6,62,0.902326
3-4,62,1.34595
3-2,62,1.56068
3-18,37,0.526381
2-11,89,0.241515
4-17,62,0.0312646
2-14,89,0.10872
4-14,32,0
1-20,68,0.077643
1-12,34,0.921651
4-15,62,0.0743285
4-18,81,0.0253897
4-14,62,0.0604196
4-12,62,0.163071
4-9,62,0.304186
3-15,93,0.138913
4-7,62,0.425919
1-20,95,0.0263985
4-14,25,0.187839
4-6,62,0.560901
4-5,62,1.20977
4-2,64,1.14534
4-11,77,0.142959
2-16,45,0.392718
4-3,62,1.26388
3-18,70,0.159126
4-2,62,1.18249
4-1,62,1.80284
1-20,61,0.106981
1-18,61,0.119745
2-4,75,1.15624
1-6,25,1.58903
4-2,44,1.54129
1-16,61,0.192412
1-15,61,0.419991
1-13,61,0.367185
1-12,61,0.522417
2-3,87,1.11397
3-14,43,0.160041
2-19,84,0.0210268
1-5,93,0.789495
1-16,89,0.0931245
1-6,61,1.02991
3-4,65,1.33192
2-9,97,0.233438
1-4,61,1.47202
2-5,57,1.30293
4-20,74,0
2-8,29,1.06457
2-6,15,1.10372
1-14,21,0.822598
1-3,61,1.5517
1-2,61,1.77157
1-16,96,0.0357929
1-5,52,1.30623
2-20,61,0.0269907
3-5,86,0.962263
2-17,61,0.113208
2-15,61,0.324534
2-13,61,0.304927
1-3,86,1.17532
4-17,90,0.0128561
2-11,61,0.477305
1-6,6,0.964431
1-5,64,1.11248
1-16,84,0.11205
2-6,47,1.16018
1-14,53,0.445191
2-8,61,0.715532
1-14,39,0.790276
2-8,43,0.934082
1-3,47,1.85982
2-6,61,0.96101
2-1,61,2.23672
2-4,27,2.09797
3-16,61,0.141394
4-7,94,0.258616
3-15,61,0.25992
2-7,37,1.38908
2-12,88,0.256916
2-19,74,0.0304912
3-14,61,0.183334
4-15,64,0.0924334
3-13,61,0.188495
4-6,77,0.480547
3-12,61,0.405919
3-14,82,0.104953
2-19,61,0.0536614
3-11,61,0.404736
1-17,79,0.0590962
3-10,61,0.476333
4-4,85,0.848309
3-9,61,0.515891
3-8,61,0.646725
3-1,41,2.6841
3-7,61,0.791541
3-14,26,0.881271
3-6,61,0.931357
3-4,61,1.36143
3-17,38,0.0616262
3-3,61,1.41292
3-2,61,1.61515
4-17,61,0.0352135
2-14,88,0.116448
4-14,35,0.0579041
1-20,69,0.0747933
1-12,35,0.899137
4-15,61,0.0868116
4-14,61,0.0697794
4-12,61,0.17828
2-14,57,0.294948
4-10,61,0.238415
4-9,61,0.300556
3-7,93,0.466909
3-1,73,1.85559
4-8,61,0.398128
1-20,94,0.0283206
4-14,30,0
4-6,61,0.540217
4-5,61,1.21983
4-2,67,1.12354
4-11,82,0.117734
2-16,42,0.459432
4-3,61,1.17642
3-18,67,0.151626
4-2,61,1.1626
4-1,61,1.75954
1-20,60,0.108582
1-18,60,0.119529
2-4,68,1.29396
4-2,45,1.46981
1-6,30,1.64927
1-16,60,0.198341
1-15,60,0.422989
1-13,60,0.368847
1-12,60,0.509768
1-8,24,1.45416
1-11,60,0.600278
2-14,62,0.277127
4-10,62,0.261925
3-14,40,0.0872845
2-19,87,0.0180706
2-3,84,1.17247
1-16,94,0.0652106
1-5,94,0.781901
1-6,60,1.05826
3-4,64,1.36261
2-9,96,0.241161
1-4,60,1.5018
2-17,88,0.039228
2-5,56,1.31057
4-20,75,0
2-6,12,1.12763
2-8,28,1.17226
1-14,22,0.822671
1-3,60,1.57487
1-2,60,1.7646
1-16,99,-0.114572
1-5,11,1.89379
2-20,60,0.0292147
3-5,87,0.934917
2-17,60,0.117039
2-15,60,0.346819
2-13,60,0.304863
2-11,60,0.467906
1-5,71,1.02973
1-6,7,0.543959
1-16,87,0.100664
2-6,44,1.19491
1-14,54,0.438191
2-8,60,0.693314
1-14,38,0.8125
2-8,44,0.90523
1-3,44,1.89026
2-6,60,0.987912
4-17,76,0.0179179
1-3,68,1.4392
3-16,26,0.971949
2-4,60,1.40222
4-2,27,1.94383
4-11,42,0.218418
1-6,84,0.754026
2-3,60,1.54397
2-1,60,2.30782
2-4,26,2.11517
3-16,60,0.146035
2-19,75,0.0295233
3-14,60,0.202818
4-15,65,0.0767272
3-13,60,0.191736
4-6,76,0.43017
3-12,60,0.404433
1-17,72,0.0800587
3-10,60,0.475024
4-4,74,0.984649
3-9,60,0.519308
3-8,60,0.64921
3-1,40,2.71939
3-7,60,0.810104
3-14,27,0.821288
3-6,60,0.938864
3-4,60,1.43249
3-17,89,0.0306747
3-3,60,1.4217
3-2,60,1.70607
4-17,60,0.0387634
1-12,36,0.946878
4-15,60,0.091716
4-14,60,0.0841353
4-12,60,0.191276
2-14,56,0.309859
4-10,60,0.272672
4-9,60,0.312443
3-7,92,0.483186
3-1,72,1.84848
4-8,60,0.382195
3-15,95,0.0621449
4-7,60,0.481854
4-5,60,1.20578
4-2,66,1.12109
4-11,83,0.136855
2-16,43,0.427683
4-3,60,1.25232
3-18,64,0.151865
4-2,60,1.24764
4-1,60,1.80683
1-18,59,0.126828
2-4,65,1.36243
1-6,19,1.43092
4-2,38,1.57386
1-16,59,0.205801
1-15,59,0.454053
1-13,59,0.374014
1-12,59,0.531067
1-8,31,1.2487
1-11,59,0.640264
2-18,95,0.0714945
1-9,59,0.65295
3-14,45,0.17689
2-19,90,0.0154415
4-14,95,0.0318552
3-12,76,0.314043
1-5,91,0.816152
1-16,83,0.116423
1-6,59,1.07231
3-4,79,1.12823
2-9,99,0.0740397
1-4,59,1.50325
2-5,59,1.29673
4-20,72,0
2-8,31,1.06484
1-14,19,0.507571
2-6,49,1.12656
1-3,59,1.56703
1-2,59,1.80171
1-5,54,1.25818
2-20,59,0.0267497
3-11,63,0.374828
3-5,88,0.950261
2-17,59,0.118705
2-15,59,0.374561
2-13,59,0.308768
2-11,59,0.47208
1-5,70,1.05247
1-16,86,0.104817
2-6,45,1.19866
1-14,55,0.431382
2-8,59,0.710909
1-3,49,1.8091
2-8,41,0.944816
1-14,41,0.707315
2-6,59,0.995177
4-11,33,0.201993
4-2,28,1.73095
1-6,73,0.874276
3-12,51,0.407876
4-6,71,0.487285
2-3,59,1.53978
2-1,59,2.31721
2-2,60,1.77701
4-19,35,0
3-19,59,0.0358686
2-4,29,2.06853
3-16,59,0.144401
2-19,68,0.0379248
3-14,59,0.19616
