DownAndDistance,Yardline,Expected Points Added (EPA)
1-14,89,0.196679
2-8,89,0.438052
2-6,75,0.828244
4-20,58,0.0191856
2-5,73,1.16465
2-5,55,1.45721
4-20,76,0.0122705
2-8,27,1.22671
2-6,13,1.61465
1-14,23,1.15029
1-3,63,1.58351
1-2,63,1.7565
3-17,2,0
3-3,25,2.13988
3-19,76,0.026048
3-16,74,0.1254
4-7,42,0.854573
3-15,73,0.232554
3-13,75,0.17769
4-4,90,0.803294
3-9,76,0.372426
4-4,95,0.751091
3-9,75,0.395258
3-1,39,2.68008
3-7,75,0.646019
3-6,78,0.726914
4-16,75,0.0660339
3-12,94,0.172934
4-6,82,0.489014
4-14,77,0.0668973
4-13,74,0.0746191
4-12,80,0.230344
4-9,79,0.21094
3-15,45,0.609691
4-7,78,0.454877
4-5,75,1.01597
4-1,76,1.47581
1-20,62,0.139727
1-18,62,0.186525
1-9,12,2.06073
2-18,68,0.152979
1-15,62,0.465805
2-15,73,0.240664
2-14,73,0.249396
1-13,62,0.392117
2-13,78,0.206252
1-12,62,0.566227
2-7,56,1.00903
2-12,77,0.357262
2-18,90,0.0962296
1-9,62,0.705422
4-6,97,0.317617
4-14,66,0.0880044
3-12,81,0.284475
1-16,92,0.083018
1-5,88,0.993734
1-6,62,1.09581
4-20,59,0.0125769
2-5,72,1.16727
2-5,54,1.49063
4-20,77,0.0124958
2-6,10,1.17459
2-8,26,1.33318
1-14,24,1.05635
1-3,62,1.58114
1-2,62,1.76485
3-3,2,0
3-17,15,0
3-19,75,0.0249371
3-16,73,0.129964
4-7,53,0.730245
3-15,72,0.227473
3-13,74,0.183104
4-4,92,0.78687
3-9,74,0.382187
3-1,38,2.75211
3-7,74,0.677871
4-18,79,0.0719484
4-16,74,0.0652608
3-12,95,0.171668
4-6,83,0.499485
4-14,76,0.0544635
4-13,73,0.0700933
4-12,79,0.198251
4-5,74,1.06367
4-3,79,0.972583
4-1,75,1.57246
1-20,61,0.140046
1-18,61,0.191768
1-9,23,1.49179
2-18,67,0.152311
1-15,61,0.45885
2-15,72,0.262103
2-14,77,0.212054
1-13,61,0.436801
4-15,3,0
1-12,61,0.582379
2-7,59,0.989164
2-12,74,0.361954
4-17,81,0.0232512
3-18,10,0
2-11,72,0.395515
2-18,85,0.116018
1-9,61,0.696433
2-7,74,0.776036
2-3,87,1.17624
4-14,65,0.0807223
3-12,82,0.292117
1-5,93,0.869749
1-16,89,0.0931245
1-6,61,1.12373
1-14,88,0.195966
2-8,90,0.413015
2-6,74,0.844675
4-20,60,0.0203891
2-5,71,1.19963
2-5,57,1.42149
4-20,74,0.01804
2-6,15,1.86684
2-8,29,1.20668
1-14,21,1.22857
1-3,61,1.60663
1-2,61,1.78332
3-17,12,0
3-3,3,4.29721
3-19,74,0.0284561
3-16,72,0.125904
4-7,36,1.27385
3-15,71,0.212359
3-13,73,0.220007
3-1,37,2.75492
3-7,73,0.686396
3-6,76,0.752513
4-16,73,0.0632481
3-12,88,0.239575
4-14,75,0.0519028
4-13,72,0.072698
4-12,78,0.231099
1-11,85,0.373655
1-8,49,1.05923
4-16,49,0.0651143
4-10,78,0.222162
4-9,77,0.201602
3-15,47,0.60221
4-7,76,0.51439
4-5,73,1.05393
4-3,78,1.022
4-1,74,1.55564
1-20,60,0.135772
1-18,60,0.204002
1-9,22,1.4233
2-18,66,0.150393
1-15,60,0.496415
2-15,71,0.251926
2-14,76,0.209437
2-14,71,0.238734
1-13,60,0.424887
2-13,76,0.221375
4-15,4,0
1-12,60,0.616317
2-7,57,0.993498
2-12,76,0.366522
1-9,80,0.48689
1-18,64,0.1774
2-7,6,0
2-12,71,0.378914
2-18,84,0.122641
1-9,60,0.716415
2-7,76,0.740957
4-14,64,0.0873929
3-12,83,0.279543
1-16,94,0.0652106
1-5,94,0.865357
1-6,60,1.11614
4-20,61,0.0119742
2-5,70,1.22198
2-5,56,1.39322
4-20,75,0.0131679
2-6,12,1.96667
2-8,28,1.18809
1-14,22,1.26586
1-3,60,1.64435
1-2,60,1.84252
3-17,1,0
3-3,4,2.93584
3-19,73,0.026947
3-16,71,0.137174
4-7,39,1.14157
3-15,70,0.205744
3-13,72,0.211536
4-4,89,0.823682
3-9,73,0.412018
3-1,36,2.81211
3-7,72,0.679286
3-6,75,0.75088
3-3,95,0.953315
3-19,22,0.321372
4-19,70,0.0150331
4-16,72,0.0719889
3-12,89,0.211746
4-14,74,0.0630612
4-13,71,0.0697925
4-12,77,0.244535
1-11,82,0.401487
1-8,54,0.958505
4-16,60,0.0781747
4-10,77,0.228749
4-9,76,0.212945
3-15,42,0.615334
4-7,75,0.515594
4-5,72,1.05156
4-1,73,1.57654
1-18,59,0.219289
1-9,17,1.21026
2-18,65,0.150396
1-15,59,0.581221
2-15,70,0.259783
2-14,75,0.221788
1-13,59,0.435295
2-13,72,0.247391
2-13,75,0.229072
2-13,73,0.249437
4-15,5,0
1-12,59,0.598894
2-7,58,0.993606
2-12,75,0.358819
2-7,53,1.07843
2-12,72,0.369282
2-18,95,0.0714945
1-9,59,0.755201
2-7,73,0.786092
2-7,75,0.770879
2-7,72,0.798483
4-14,95,0.0327176
3-12,76,0.314043
1-5,91,0.929305
1-16,83,0.116423
1-6,59,1.1452
1-14,93,0.140847
2-8,69,0.648369
2-6,71,0.8922
4-20,62,0.0189522
2-5,69,1.24682
3-4,79,1.12823
2-9,99,0.0849718
1-4,59,1.56249
2-5,59,1.39704
4-20,72,0.0156814
2-8,31,1.13448
1-14,19,0.563213
2-6,49,1.18483
1-3,59,1.64381
1-2,59,1.83615
3-17,14,0
3-3,5,2.33151
3-19,72,0.0255615
3-16,70,0.128754
4-7,38,1.1515
3-15,69,0.228497
3-13,71,0.212766
3-14,52,0.250308
2-19,67,0.0601129
4-4,99,0.50115
3-9,71,0.420964
4-4,94,0.789041
3-9,72,0.40216
3-6,74,0.777809
4-18,76,0.0935399
4-16,71,0.0780699
3-12,90,0.212304
4-14,73,0.0687183
4-13,70,0.0784697
4-12,76,0.239314
1-11,84,0.390036
1-8,48,1.0712
4-16,50,0.0662717
4-10,79,0.19891
4-9,75,0.234652
3-15,41,0.6376
4-7,74,0.527892
4-5,71,1.09249
4-1,72,1.6404
1-18,58,0.229879
1-9,16,1.3026
2-18,64,0.149446
2-16,65,0.16841
1-15,58,0.524796
2-15,69,0.268009
2-14,74,0.227404
1-13,58,0.451514
2-13,74,0.232087
4-15,6,0
1-12,58,0.610963
2-18,94,0.0763932
1-9,58,0.737851
2-7,71,0.813282
4-14,94,0.0359027
3-12,77,0.306888
1-16,80,0.128571
1-5,68,1.266
1-6,58,1.18785
4-20,63,0.0176867
2-5,68,1.23524
3-4,78,1.13814
2-9,98,0.163321
1-4,58,1.57604
2-5,58,1.4427
4-20,73,0.011315
2-6,14,1.72204
2-8,30,1.23465
1-14,20,0.58543
1-3,58,1.65078
1-2,58,1.89287
3-3,14,2.40668
3-17,11,0
3-19,71,0.0332451
1-2,67,1.62825
3-16,69,0.135954
4-7,33,1.25366
3-15,68,0.187058
2-16,70,0.155307
3-13,70,0.210195
4-4,96,0.741405
3-9,70,0.420768
3-6,73,0.790145
4-16,70,0.0719824
3-12,91,0.207105
4-14,72,0.074783
4-13,69,0.0731721
4-12,75,0.261674
4-9,74,0.219551
3-15,44,0.614602
4-7,73,0.519823
4-5,70,1.1228
4-3,70,1.10137
4-3,69,1.14253
4-3,75,0.997279
4-1,71,1.60368
2-20,65,0.054154
1-18,57,0.245309
1-9,91,0.373108
1-18,73,0.148857
2-18,63,0.146196
1-15,57,0.598746
2-15,68,0.271331
2-14,69,0.253649
1-13,57,0.471591
4-15,7,0
1-12,57,0.603898
2-7,52,1.08919
2-12,73,0.356215
1-9,81,0.487932
2-18,1,0
1-18,67,0.162946
2-7,7,3.24407
2-12,70,0.391979
2-18,89,0.100605
1-9,57,0.759296
2-4,75,1.28297
4-2,44,1.54129
1-6,25,1.81157
1-16,61,0.192412
1-14,92,0.15489
2-6,70,0.897698
2-8,70,0.632768
4-6,98,0.344785
4-14,93,0.0382287
3-12,78,0.30812
1-16,93,0.0817723
1-5,89,0.968615
1-6,57,1.16577
1-14,91,0.164588
2-8,71,0.635722
2-6,73,0.854889
1-14,90,0.173828
2-8,88,0.453193
2-6,72,0.852659
2-5,67,1.27586
3-4,77,1.15907
1-4,57,1.58677
2-17,83,0.0482768
2-5,61,1.36935
4-20,70,0.0156322
2-8,17,1.60562
1-14,17,0.83451
2-6,51,1.17868
1-3,57,1.68633
1-2,57,1.90999
3-17,8,0
3-3,15,2.45027
3-19,70,0.0294429
3-16,68,0.135525
4-7,32,1.36523
3-15,67,0.221467
2-16,71,0.150181
3-13,69,0.226881
3-6,72,0.811773
4-16,69,0.0819102
3-12,84,0.266539
4-14,71,0.0673076
4-12,74,0.257732
4-9,73,0.247493
3-15,43,0.587562
4-7,72,0.499126
3-15,37,0.725798
4-7,70,0.522663
4-5,69,1.0836
4-3,74,1.05141
4-1,70,1.6289
1-18,56,0.251173
1-9,90,0.385197
1-18,70,0.15955
2-18,62,0.150869
1-15,56,0.583784
2-15,67,0.286422
2-14,72,0.244441
1-13,56,0.491362
4-15,56,0.129836
1-12,56,0.66707
1-9,86,0.446008
2-18,2,0
1-18,66,0.165101
2-12,69,0.404456
2-18,88,0.103563
1-9,56,0.786787
4-2,35,1.63333
1-6,28,1.76287
1-16,62,0.210277
2-4,70,1.33664
1-14,95,0.114395
2-6,69,0.935829
2-8,67,0.672128
4-6,99,0.327679
4-14,92,0.0414691
3-12,79,0.303017
1-5,90,0.96474
1-16,82,0.11884
1-6,56,1.17067
2-5,66,1.25297
3-4,76,1.15475
1-4,56,1.66251
2-5,60,1.36089
4-20,71,0.0138151
2-8,16,1.6153
1-14,18,0.688974
2-6,48,1.19202
1-3,56,1.69528
1-2,56,1.89116
2-2,67,1.60922
3-17,13,0
3-19,69,0.0303413
3-16,67,0.143718
4-7,35,1.39201
3-15,66,0.216516
2-16,68,0.150892
3-13,68,0.212249
3-6,71,0.811169
1-4,63,1.48291
3-4,67,1.26737
3-17,76,0.0418828
3-19,10,0
3-3,67,1.35628
4-16,68,0.0689936
3-12,85,0.264548
4-14,70,0.0713932
4-12,73,0.239854
1-11,83,0.393224
1-8,55,0.912776
4-16,51,0.0841274
4-10,76,0.221043
1-11,94,0.254344
1-8,58,0.903172
4-16,56,0.0970379
4-10,73,0.229703
4-9,72,0.257416
3-15,38,0.666651
4-7,71,0.547152
4-5,68,1.12574
2-8,35,1.07742
2-6,37,1.49774
1-3,39,2.10004
1-14,63,0.430709
3-9,45,0.613912
4-4,69,1.02567
4-3,73,1.04605
4-1,69,1.63737
1-20,55,0.166568
1-18,55,0.27155
1-9,85,0.440969
1-18,71,0.15112
2-18,61,0.143811
2-4,77,1.21768
4-2,42,1.58495
1-16,55,0.25011
1-15,55,0.58054
2-15,66,0.289218
2-14,68,0.271539
1-13,55,0.499506
2-13,68,0.26366
2-13,71,0.253543
4-15,9,0
1-12,55,0.622733
2-18,35,0.783424
1-9,55,0.772998
1-7,55,1.10129
1-5,87,1.01942
1-16,71,0.161919
1-6,55,1.17894
3-8,76,0.477813
2-20,56,0.101561
1-5,55,1.48101
2-5,65,1.31769
3-4,75,1.1681
1-4,55,1.64412
4-2,45,1.46981
1-6,30,1.67003
1-16,60,0.198341
2-4,68,1.36132
2-17,81,0.0497268
2-5,63,1.29441
4-20,68,0.0121758
2-8,19,1.48064
2-6,53,1.10653
1-14,47,0.623218
1-3,55,1.74426
1-2,55,1.92153
2-2,70,1.55396
2-2,71,1.54155
3-3,1,0
3-17,10,0
3-19,68,0.0292415
3-16,66,0.140536
4-7,34,1.30938
3-15,65,0.218217
2-16,69,0.154288
3-13,67,0.21549
3-9,67,0.446389
4-4,98,0.702104
3-9,68,0.429058
3-6,70,0.830275
2-9,97,0.233438
1-4,61,1.51457
3-4,65,1.35291
1-4,62,1.51809
3-4,66,1.29481
4-16,67,0.0800192
3-12,86,0.255919
4-14,69,0.0800621
4-12,72,0.246695
1-11,80,0.413271
1-8,52,1.01601
4-16,62,0.0707692
4-10,75,0.225946
4-9,71,0.220733
3-15,39,0.647502
4-7,68,0.595846
4-5,67,1.13952
2-16,8,0
4-3,67,1.151
4-3,72,1.0453
4-1,68,1.68802
1-20,54,0.171535
1-16,98,0.00471019
1-5,10,2.29658
2-20,63,0.0555527
1-18,54,0.309726
1-9,84,0.462866
1-18,68,0.163613
2-18,60,0.149791
2-4,78,1.17964
4-2,43,1.57533
1-16,54,0.255642
1-15,54,0.635788
2-15,65,0.308769
4-4,4,3.17239
2-14,67,0.273827
2-14,70,0.242143
1-13,54,0.506044
2-13,70,0.252663
4-15,10,0
1-12,54,0.653655
1-9,87,0.426615
2-18,3,0
1-18,69,0.158904
2-7,1,0
2-12,68,0.399066
2-7,2,0
2-12,67,0.411697
2-18,34,0.763567
1-9,54,0.817041
2-7,70,0.800079
2-7,68,0.847954
4-12,32,0.845546
2-3,82,1.24862
3-14,38,0.2684
3-6,49,1.07697
2-19,81,0.0354988
1-5,80,1.10598
1-16,68,0.170161
1-6,54,1.22499
1-14,65,0.398951
2-8,65,0.705602
2-6,67,0.957732
2-5,64,1.33866
3-4,74,1.18016
1-4,54,1.65889
2-17,82,0.0472026
2-5,62,1.31907
4-20,69,0.0166967
2-8,18,1.7999
1-14,16,0.79524
2-6,50,1.17664
1-3,54,1.7261
1-2,54,1.9847
3-17,23,0.368575
3-3,10,1.52171
3-19,67,0.0339473
3-16,65,0.153996
4-7,45,0.645952
3-15,64,0.20955
2-16,66,0.166278
3-13,66,0.240436
3-1,62,2.13372
3-7,66,0.744551
3-6,69,0.823459
3-19,4,0
3-17,74,0.0489437
3-3,65,1.36881
4-16,66,0.0729648
1-12,33,1.01665
4-15,63,0.271917
3-12,87,0.248265
4-14,68,0.0776785
4-12,71,0.244156
1-11,81,0.405705
1-8,53,0.980218
4-16,61,0.0781174
4-10,74,0.214527
4-9,70,0.234405
3-15,24,0.827695
4-7,69,0.529919
3-15,34,0.800065
4-7,67,0.564528
4-5,66,1.11478
2-16,9,0
4-3,66,1.15895
4-3,71,1.07476
4-1,67,1.68964
1-20,53,0.198846
1-5,9,1.32651
2-20,62,0.101075
1-18,53,0.322493
1-9,95,0.29203
1-18,77,0.141429
2-18,59,0.148637
2-4,83,1.15454
1-6,97,0.493408
1-5,97,0.785306
4-2,52,1.38033
1-16,53,0.272118
1-15,53,0.638511
2-15,64,0.318661
2-14,64,0.337148
4-4,5,1.20356
2-14,66,0.32359
1-13,53,0.504683
2-13,69,0.259733
2-13,65,0.287821
2-13,66,0.27992
4-15,11,0
1-12,53,0.682928
2-7,3,0
2-12,66,0.424259
2-18,93,0.0801012
1-9,53,0.811601
2-7,69,0.842183
1-5,85,1.04686
1-16,65,0.17605
1-6,53,1.22874
3-4,73,1.18491
1-4,53,1.72712
4-20,66,0.0139206
2-8,21,1.58476
2-6,55,1.14203
1-14,45,0.645662
1-3,53,1.77805
1-2,53,1.99055
3-3,11,3.43368
3-17,20,0.166975
3-19,66,0.0343636
3-16,64,0.144221
4-7,92,0.309177
3-15,63,0.228723
2-16,67,0.164791
3-13,65,0.207027
3-9,66,0.463332
3-1,61,2.08208
3-7,65,0.759005
3-6,68,0.836825
2-9,96,0.241161
1-4,60,1.55149
3-4,64,1.37592
3-19,5,0
3-17,77,0.0443941
3-3,64,1.37206
4-18,70,0.113742
4-16,65,0.0756505
1-12,34,1.04478
4-15,62,0.132082
4-12,70,0.273421
4-9,69,0.270956
4-5,65,1.14914
4-3,64,1.14453
4-1,66,1.69046
1-20,52,0.171871
1-16,96,0.0546514
1-5,52,1.51088
2-20,61,0.0973008
1-18,52,0.341876
1-9,94,0.302334
1-18,74,0.154397
2-18,58,0.151938
2-5,52,1.50459
4-20,79,0.0111443
2-17,68,0.0786731
2-4,76,1.20273
1-5,96,0.813098
4-2,53,1.43971
1-16,52,0.308876
1-15,52,0.594088
2-15,63,0.338411
2-14,65,0.323123
1-13,52,0.550623
4-15,12,0
1-12,52,0.704797
2-18,92,0.0871398
1-9,52,0.834317
4-2,34,1.71857
1-6,31,1.71041
1-16,63,0.182037
2-4,69,1.33461
1-14,94,0.133572
2-6,68,0.926482
2-8,68,0.659534
1-5,86,1.04377
1-16,70,0.159568
1-6,52,1.26975
3-4,72,1.22638
1-4,52,1.70813
2-17,80,0.0481656
4-20,67,0.0166574
2-8,20,1.18197
2-6,52,1.16357
1-14,46,0.699933
1-3,52,1.76867
1-2,52,2.00358
3-17,9,0
3-3,12,3.25198
3-19,65,0.0366418
2-4,25,2.23486
3-16,63,0.141336
4-7,95,0.26978
3-15,62,0.234292
2-16,64,0.166869
3-13,64,0.254517
4-4,97,0.760418
3-9,65,0.451406
3-1,60,2.17561
3-7,64,0.767776
3-6,67,0.876201
3-4,63,1.38216
3-2,63,1.59752
4-16,64,0.0772669
1-12,35,1.0402
4-15,61,0.117963
4-12,69,0.280536
1-11,95,0.231242
1-8,59,0.880473
4-16,63,0.074093
4-10,72,0.235362
4-9,68,0.237726
4-9,65,0.266895
3-15,36,0.729971
4-7,65,0.557288
4-5,64,1.15648
4-1,65,1.68157
1-20,51,0.195953
1-16,99,-0.0458748
1-5,11,2.85859
2-20,60,0.0860845
1-18,51,0.373242
1-9,89,0.404871
1-18,75,0.150195
2-18,57,0.155197
2-4,73,1.27747
1-6,27,1.75815
4-2,46,1.54751
1-16,51,0.325336
1-15,51,0.655471
2-15,62,0.352394
1-13,51,0.578316
2-13,67,0.264002
4-15,13,0
1-12,51,0.703674
2-7,60,0.95304
2-12,65,0.424771
2-18,39,0.647904
1-9,51,0.855721
4-2,38,1.57386
1-6,19,1.47062
1-16,59,0.205801
2-4,65,1.42667
1-14,66,0.388218
2-6,64,0.980953
2-8,64,0.673975
2-3,81,1.2475
1-16,91,0.085066
1-5,83,1.05342
1-6,51,1.25859
2-8,45,1.0071
1-14,37,0.949264
1-3,45,1.94172
2-6,63,0.98467
1-14,64,0.395474
2-8,66,0.680306
2-6,66,0.94443
1-4,51,1.73137
2-17,85,0.0449131
4-20,64,0.0162289
2-8,23,1.38194
1-14,43,0.702342
2-6,57,1.08959
1-3,51,1.76043
1-2,51,2.08022
3-3,13,2.83992
3-17,22,0.251064
3-19,64,0.0378661
2-4,24,2.2398
3-16,62,0.161347
4-7,94,0.258616
3-15,61,0.25992
3-9,64,0.485437
3-1,43,2.59016
3-7,63,0.779041
3-6,64,0.883277
3-6,66,0.868909
3-4,62,1.37511
3-2,62,1.69662
4-17,63,0.0266264
1-12,36,1.13212
4-15,60,0.128098
4-12,68,0.274725
1-11,92,0.290041
1-8,56,0.916453
4-16,58,0.0798756
4-10,71,0.239995
4-9,67,0.262964
3-15,33,0.812881
4-7,66,0.535666
3-15,35,0.718795
4-7,64,0.563143
4-5,63,1.17082
4-3,68,1.13227
4-1,64,1.76181
1-20,50,0.192114
1-5,54,1.48816
2-20,59,0.105094
3-11,60,0.422414
3-14,77,0.119909
2-19,58,0.0947339
1-18,50,0.384429
1-9,88,0.423072
1-18,72,0.151288
2-18,56,0.152698
2-4,74,1.25319
1-6,24,1.87402
4-2,47,1.41714
1-16,50,0.351176
1-15,50,0.682031
2-15,61,0.371581
1-13,50,0.57944
2-13,61,0.304927
2-13,63,0.291061
4-15,14,0
1-12,50,0.729353
1-18,94,0.0701214
2-18,38,0.680625
1-9,50,0.884661
1-4,26,2.31516
2-9,66,0.55136
4-2,33,1.67397
1-6,18,1.53521
1-16,56,0.220854
2-4,64,1.45999
4-2,32,1.70071
1-6,29,1.7559
1-16,57,0.226609
2-4,71,1.33174
2-3,86,1.19272
1-5,92,0.915721
1-16,88,0.0990297
1-6,50,1.25184
2-8,46,0.957714
1-14,36,0.89123
1-3,42,2.01358
2-6,62,0.981745
3-8,79,0.464626
1-5,50,1.53476
1-4,50,1.73947
1-14,67,0.367118
2-6,65,0.963062
2-8,79,0.537161
4-2,39,1.59091
1-6,16,1.66668
1-16,58,0.215525
2-4,66,1.43549
4-20,65,0.0153607
2-8,22,1.5401
2-6,54,1.15084
1-14,44,0.669642
1-3,50,1.83699
1-2,50,2.06434
2-4,27,2.25924
3-16,61,0.141394
4-7,89,0.376812
3-15,60,0.249978
2-19,72,0.0532504
3-14,63,0.228684
3-14,82,0.106912
2-19,61,0.0767604
3-11,61,0.404736
4-4,75,0.957162
3-9,63,0.477952
3-8,67,0.562147
3-1,42,2.62175
3-7,62,0.775237
3-6,65,0.875225
3-4,61,1.38432
3-2,61,1.61515
4-17,62,0.0312646
4-14,32,0
1-20,68,0.103886
1-12,37,1.03794
4-15,59,0.118658
1-11,93,0.274722
1-8,57,0.922301
4-16,57,0.0874819
4-10,70,0.244318
4-9,66,0.271304
3-15,94,0.128619
4-7,63,0.608302
4-5,62,1.20977
2-6,43,1.32899
1-3,33,2.25697
2-8,57,0.775433
1-14,57,0.471379
3-9,43,0.651765
4-4,63,1.14464
4-1,63,1.70023
1-20,49,0.225857
1-16,97,0.0351515
1-5,53,1.4574
2-20,58,0.093737
1-18,49,0.422394
1-18,81,0.136157
1-9,35,1.21747
2-18,55,0.161638
2-17,62,0.105462
2-4,79,1.18747
4-2,40,1.59869
1-16,49,0.386433
1-15,49,0.622338
2-15,60,0.390156
1-13,49,0.600325
4-15,15,1.55141
1-12,49,0.736298
2-11,62,0.536292
2-18,33,0.740323
1-9,49,0.881541
2-7,64,0.89312
4-12,33,0.795428
2-3,83,1.22307
1-5,81,1.08288
1-16,69,0.161689
1-6,49,1.27228
3-8,78,0.462124
1-5,49,1.52602
1-4,49,1.76824
2-8,41,1.02317
1-14,41,0.761531
2-6,59,1.03899
1-3,49,1.85457
1-2,49,2.07486
2-1,62,2.24954
3-19,91,0.00667105
3-3,18,2.15043
3-17,63,0.0724883
2-4,26,2.21712
3-16,60,0.146035
4-7,88,0.394357
3-15,59,0.250157
2-19,73,0.05359
3-14,62,0.232913
3-10,63,0.463901
4-4,72,1.03634
3-9,62,0.494749
3-8,66,0.579445
3-1,41,2.70295
3-7,61,0.791541
3-14,25,0.96447
3-6,62,0.92015
3-4,60,1.43249
3-4,59,1.4572
3-2,60,1.70607
4-17,61,0.0352135
4-14,35,0.0579041
1-20,69,0.0977387
1-12,38,0.981794
4-15,58,0.14854
4-12,66,0.269328
1-11,89,0.330386
1-8,61,0.836588
4-10,66,0.285147
1-11,90,0.315692
1-8,62,0.80812
4-10,69,0.249924
3-15,93,0.138913
4-7,62,0.614164
4-5,61,1.21983
2-6,40,1.36122
1-3,32,2.25008
2-8,56,0.800178
1-14,58,0.442204
3-9,40,0.698414
4-4,62,1.13716
3-18,65,0.15449
1-16,2,0
4-11,6,0
4-2,63,1.16306
4-1,62,1.80284
1-20,48,0.242945
1-18,48,0.450459
1-18,78,0.143012
1-9,34,1.2075
2-18,54,0.168687
2-4,72,1.29409
4-2,41,1.5147
1-6,26,1.7946
1-16,48,0.412073
1-15,48,0.691289
2-15,59,0.401333
1-13,48,0.634626
2-13,60,0.304863
2-13,64,0.28193
1-12,48,0.773416
2-7,61,0.922359
2-12,64,0.459353
2-18,32,0.756349
1-9,48,0.90061
2-6,47,1.26023
1-14,53,0.522635
2-8,61,0.755675
2-3,80,1.27959
1-16,90,0.0916971
1-5,82,1.04322
1-6,48,1.29186
2-8,43,1.05854
1-14,39,0.852908
1-3,47,1.88042
2-6,61,1.03411
3-8,77,0.494484
2-20,57,0.0965711
1-5,48,1.58039
1-4,48,1.78908
2-8,40,1.0178
1-14,42,0.73337
2-6,56,1.08341
1-3,48,1.851
1-2,48,2.10969
3-19,88,0.0151058
3-3,21,2.23601
3-17,62,0.0752315
2-4,29,2.26538
3-16,59,0.148448
4-7,91,0.306079
3-15,58,0.307052
2-19,74,0.0513174
3-14,61,0.21252
3-14,80,0.110794
2-19,63,0.0671439
3-11,59,0.44327
3-10,62,0.459398
4-4,85,0.848309
3-9,61,0.515891
3-8,65,0.604819
3-1,40,2.73751
3-7,60,0.83882
3-14,24,0.96783
3-6,63,0.909615
3-2,59,1.67753
4-17,60,0.0387634
1-12,39,1.04994
4-15,57,0.120164
1-11,91,0.290309
1-8,63,0.820972
4-16,59,0.0865423
4-10,68,0.243398
4-9,64,0.268359
1-20,95,0.0263985
4-14,25,0.187839
4-6,62,0.652004
4-5,59,1.23535
4-5,60,1.20578
2-6,45,1.2833
2-8,59,0.762594
1-14,55,0.466061
3-9,21,1.06767
4-4,61,1.14449
4-2,66,1.12109
4-11,83,0.14655
2-16,43,0.437799
4-3,60,1.25232
4-3,65,1.19238
3-18,70,0.159126
4-11,7,0
1-16,3,0
4-2,62,1.18249
4-1,61,1.75954
1-20,47,0.231
3-11,63,0.374828
3-14,76,0.123191
2-19,59,0.0843573
1-18,47,0.452254
1-9,93,0.330426
1-18,79,0.144459
2-18,53,0.175587
2-17,61,0.113208
2-17,60,0.117039
2-17,58,0.123579
2-17,63,0.10629
1-15,47,0.711304
2-15,58,0.409626
1-13,47,0.624008
4-15,49,0.174485
1-12,47,0.807908
2-10,61,0.558854
1-11,47,0.839966
3-18,3,0
2-11,63,0.50239
1-18,93,0.0994939
2-18,43,0.471982
1-9,47,0.934927
1-14,52,0.528771
2-6,46,1.18464
2-8,62,0.719939
1-7,47,1.28003
2-9,31,1.0408
1-4,47,1.8147
1-2,47,2.17341
2-1,60,2.34164
2-1,63,2.24641
3-19,85,0.017354
3-3,16,2.33368
3-17,61,0.0745208
2-4,28,2.21403
3-16,58,0.132697
4-7,90,0.2982
3-15,57,0.343631
2-19,75,0.0494156
3-14,60,0.236367
3-14,83,0.118037
2-19,60,0.0787429
3-11,58,0.433042
3-10,59,0.492312
3-10,61,0.476333
4-4,74,0.984649
3-9,60,0.519308
3-1,23,3.39824
3-7,59,0.885735
3-4,58,1.49457
3-2,58,1.73597
4-17,59,0.0347681
2-14,86,0.15793
4-14,37,0.0567467
1-20,67,0.101058
1-11,88,0.348074
1-8,60,0.86806
4-10,67,0.279313
4-9,63,0.270934
3-7,93,0.466909
3-1,73,1.87824
4-8,61,0.398128
1-20,92,0.0318109
4-14,24,0.709614
4-6,63,0.657184
2-6,42,1.31278
2-8,58,0.773554
1-14,56,0.476261
3-9,42,0.671732
4-4,60,1.18844
1-16,7,0
4-11,11,2.2332
4-2,58,1.25355
3-18,67,0.160926
1-16,12,0
4-2,61,1.1626
4-1,60,1.80683
1-20,46,0.258084
1-5,2,0
2-20,55,0.0960459
1-18,46,0.47905
1-9,92,0.338603
1-18,76,0.152538
2-18,52,0.18429
2-17,59,0.118705
1-15,46,0.686426
2-15,57,0.44588
1-13,46,0.709121
2-13,62,0.293943
4-15,50,0.141065
1-12,46,0.852019
2-10,62,0.548047
1-11,46,0.885122
3-18,6,0
2-11,60,0.547237
1-18,90,0.110092
2-18,42,0.523501
1-9,46,0.917686
3-4,82,1.07044
2-9,30,1.14606
1-4,46,1.7943
2-8,42,1.02742
1-14,40,0.848475
2-6,58,1.06373
1-3,46,1.92065
1-15,70,0.340207
1-2,46,2.14169
2-2,60,1.77701
4-19,35,0
3-19,59,0.0531543
3-19,90,0.00711687
3-3,19,2.10966
3-17,60,0.0812526
2-4,31,2.0902
3-16,57,0.147845
4-7,37,1.24507
3-15,56,0.352019
2-19,68,0.0574341
3-14,59,0.211669
4-4,79,0.93248
3-9,59,0.524325
3-8,63,0.627493
3-1,22,3.2268
3-7,58,0.882943
3-14,26,0.881271
3-6,61,0.931357
3-4,57,1.41248
3-2,57,1.77921
4-17,58,0.0399019
4-14,36,0.0421477
1-20,64,0.104984
1-12,41,1.0007
4-15,55,0.113147
4-12,63,0.299378
4-9,62,0.304186
3-7,92,0.483186
3-1,72,1.90398
4-8,60,0.382195
3-15,90,0.147318
4-7,59,0.627415
